Amendments,Approved CommonName,BestHarvest,BestPlantingDates,ColorRGB,CommonName,Cultivar,Description,Emoji,Family,FruitName,Genus,GreenhouseInstructions,GrowingAdvice,GrowingDays,Harvest,OptimalZones,Pests,Ripeness,SoilConditions,SoilInfo,TransplantAge,USDAZoneList,WeatherTolerance,ioscolor
Compost at bed prep; side‑dress nitrogen lightly midseason.,Hopi Red Dye (Amaranth),"{""3"": [34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45], ""4"": [32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43], ""5"": [31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], ""6"": [29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40], ""7"": [27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38], ""8"": [25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36], ""9"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34], ""10"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}","200,30,30",Hopi Red Dye Amaranth,Hopi Red Dye,Leaf/grain amaranth cultivar used for greens or seed.,🥬,Amaranthaceae,Amaranth,Amaranthus,Start 2–4 weeks early for transplants if season is short; harden off before planting.,Direct sow after last frost; thin to 6–10 in; harvest baby greens 3–5 weeks.,84-140,"Harvest young leaves for greens; for grain, cut seedheads at maturity and dry.","3,4,5,6,7,8,9,10","Flea beetles, aphids; birds on seedheads.","Greens: tender, young leaves with vibrant color. Grain: panicles dry and seed rubs free; finish drying before threshing. Amaranth greens: harvest baby leaves 3–5 weeks for tenderness; avoid mature stems for greens. For grain types, cut panicles at maturity and dry before threshing.",Drain Water,"Loam, well‑drained; pH 6.0–7.5; moderate fertility.",,"[3, 4, 5, 6, 7, 8, 9, 10]","Hot,Drought,Dry,Tropical",AmaranthRedAllredleaf2003030
Compost at bed prep; side‑dress nitrogen lightly midseason.,Love Lies Bleeding (Amaranth),"{""3"": [34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45], ""4"": [32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43], ""5"": [31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], ""6"": [29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40], ""7"": [27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38], ""8"": [25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36], ""9"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34], ""10"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}","120,170,90",Love Lies Bleeding Amaranth,Love Lies Bleeding,Leaf/grain amaranth cultivar used for greens or seed.,🥬,Amaranthaceae,Amaranth,Amaranthus,Start 2–4 weeks early for transplants if season is short; harden off before planting.,Direct sow after last frost; thin to 6–10 in; harvest baby greens 3–5 weeks.,84-140,"Harvest young leaves for greens; for grain, cut seedheads at maturity and dry.","3,4,5,6,7,8,9,10","Flea beetles, aphids; birds on seedheads.","Greens: tender, young leaves with vibrant color. Grain: panicles dry and seed rubs free; finish drying before threshing. Amaranth greens: harvest baby leaves 3–5 weeks for tenderness; avoid mature stems for greens. For grain types, cut panicles at maturity and dry before threshing.",Drain Water,"Loam, well‑drained; pH 6.0–7.5; moderate fertility.",,"[3, 4, 5, 6, 7, 8, 9, 10]","Hot,Drought,Dry,Tropical",AmaranthCallalooamaranth12017090
Compost at bed prep; side‑dress nitrogen lightly midseason.,Miriah Leaf (Amaranth),"{""3"": [34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45], ""4"": [32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43], ""5"": [31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], ""6"": [29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40], ""7"": [27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38], ""8"": [25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36], ""9"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34], ""10"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}","120,170,90",Miriah Leaf Amaranth,Miriah Leaf,Leaf/grain amaranth cultivar used for greens or seed.,🥬,Amaranthaceae,Amaranth,Amaranthus,Start 2–4 weeks early for transplants if season is short; harden off before planting.,Direct sow after last frost; thin to 6–10 in; harvest baby greens 3–5 weeks.,84-140,"Harvest young leaves for greens; for grain, cut seedheads at maturity and dry.","3,4,5,6,7,8,9,10","Flea beetles, aphids; birds on seedheads.","Greens: tender, young leaves with vibrant color. Grain: panicles dry and seed rubs free; finish drying before threshing. Amaranth greens: harvest baby leaves 3–5 weeks for tenderness; avoid mature stems for greens. For grain types, cut panicles at maturity and dry before threshing.",Drain Water,"Loam, well‑drained; pH 6.0–7.5; moderate fertility.",,"[3, 4, 5, 6, 7, 8, 9, 10]","Hot,Drought,Dry,Tropical",AmaranthCallalooamaranth12017090
Compost at bed prep; side‑dress nitrogen lightly midseason.,Molten Fire (Amaranth),"{""3"": [34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45], ""4"": [32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43], ""5"": [31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], ""6"": [29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40], ""7"": [27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38], ""8"": [25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36], ""9"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34], ""10"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}","120,170,90",Molten Fire Amaranth,Molten Fire,Leaf/grain amaranth cultivar used for greens or seed.,🥬,Amaranthaceae,Amaranth,Amaranthus,Start 2–4 weeks early for transplants if season is short; harden off before planting.,Direct sow after last frost; thin to 6–10 in; harvest baby greens 3–5 weeks.,84-140,"Harvest young leaves for greens; for grain, cut seedheads at maturity and dry.","3,4,5,6,7,8,9,10","Flea beetles, aphids; birds on seedheads.","Greens: tender, young leaves with vibrant color. Grain: panicles dry and seed rubs free; finish drying before threshing. Amaranth greens: harvest baby leaves 3–5 weeks for tenderness; avoid mature stems for greens. For grain types, cut panicles at maturity and dry before threshing.",Drain Water,"Loam, well‑drained; pH 6.0–7.5; moderate fertility.",,"[3, 4, 5, 6, 7, 8, 9, 10]","Hot,Drought,Dry,Tropical",AmaranthCallalooamaranth12017090
Compost at bed prep; side‑dress nitrogen lightly midseason.,Montana Popping (Amaranth),"{""3"": [34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45], ""4"": [32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43], ""5"": [31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], ""6"": [29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40], ""7"": [27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38], ""8"": [25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36], ""9"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34], ""10"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}","120,170,90",Montana Popping Amaranth,Montana Popping,Leaf/grain amaranth cultivar used for greens or seed.,🥬,Amaranthaceae,Amaranth,Amaranthus,Start 2–4 weeks early for transplants if season is short; harden off before planting.,Direct sow after last frost; thin to 6–10 in; harvest baby greens 3–5 weeks.,84-140,"Harvest young leaves for greens; for grain, cut seedheads at maturity and dry.","3,4,5,6,7,8,9,10","Flea beetles, aphids; birds on seedheads.","Greens: tender, young leaves with vibrant color. Grain: panicles dry and seed rubs free; finish drying before threshing. Amaranth greens: harvest baby leaves 3–5 weeks for tenderness; avoid mature stems for greens. For grain types, cut panicles at maturity and dry before threshing.",Drain Water,"Loam, well‑drained; pH 6.0–7.5; moderate fertility.",,"[3, 4, 5, 6, 7, 8, 9, 10]","Hot,Drought,Dry,Tropical",AmaranthCallalooamaranth12017090
Compost at bed prep; side‑dress nitrogen lightly midseason.,Opopeo Amaranth,"{""3"": [34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45], ""4"": [32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43], ""5"": [31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], ""6"": [29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40], ""7"": [27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38], ""8"": [25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36], ""9"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34], ""10"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}","120,170,90",Opopeo Amaranth Amaranth,Opopeo Amaranth,Leaf/grain amaranth cultivar used for greens or seed.,🥬,Amaranthaceae,Amaranth,Amaranthus,Start 2–4 weeks early for transplants if season is short; harden off before planting.,Direct sow after last frost; thin to 6–10 in; harvest baby greens 3–5 weeks.,84-140,"Harvest young leaves for greens; for grain, cut seedheads at maturity and dry.","3,4,5,6,7,8,9,10","Flea beetles, aphids; birds on seedheads.","Greens: tender, young leaves with vibrant color. Grain: panicles dry and seed rubs free; finish drying before threshing. Amaranth greens: harvest baby leaves 3–5 weeks for tenderness; avoid mature stems for greens. For grain types, cut panicles at maturity and dry before threshing.",Drain Water,"Loam, well‑drained; pH 6.0–7.5; moderate fertility.",,"[3, 4, 5, 6, 7, 8, 9, 10]","Hot,Drought,Dry,Tropical",AmaranthCallalooamaranth12017090
Compost at bed prep; side‑dress nitrogen lightly midseason.,Polish (Amaranth),"{""3"": [34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45], ""4"": [32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43], ""5"": [31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], ""6"": [29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40], ""7"": [27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38], ""8"": [25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36], ""9"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34], ""10"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}","120,170,90",Polish Amaranth,Polish,Leaf/grain amaranth cultivar used for greens or seed.,🥬,Amaranthaceae,Amaranth,Amaranthus,Start 2–4 weeks early for transplants if season is short; harden off before planting.,Direct sow after last frost; thin to 6–10 in; harvest baby greens 3–5 weeks.,84-140,"Harvest young leaves for greens; for grain, cut seedheads at maturity and dry.","3,4,5,6,7,8,9,10","Flea beetles, aphids; birds on seedheads.","Greens: tender, young leaves with vibrant color. Grain: panicles dry and seed rubs free; finish drying before threshing. Amaranth greens: harvest baby leaves 3–5 weeks for tenderness; avoid mature stems for greens. For grain types, cut panicles at maturity and dry before threshing.",Drain Water,"Loam, well‑drained; pH 6.0–7.5; moderate fertility.",,"[3, 4, 5, 6, 7, 8, 9, 10]","Hot,Drought,Dry,Tropical",AmaranthCallalooamaranth12017090
Compost at bed prep; side‑dress nitrogen lightly midseason.,Red Beauty (Amaranth),"{""3"": [34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45], ""4"": [32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43], ""5"": [31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], ""6"": [29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40], ""7"": [27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38], ""8"": [25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36], ""9"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34], ""10"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}","200,30,30",Red Beauty Amaranth,Red Beauty,Leaf/grain amaranth cultivar used for greens or seed.,🥬,Amaranthaceae,Amaranth,Amaranthus,Start 2–4 weeks early for transplants if season is short; harden off before planting.,Direct sow after last frost; thin to 6–10 in; harvest baby greens 3–5 weeks.,84-140,"Harvest young leaves for greens; for grain, cut seedheads at maturity and dry.","3,4,5,6,7,8,9,10","Flea beetles, aphids; birds on seedheads.","Greens: tender, young leaves with vibrant color. Grain: panicles dry and seed rubs free; finish drying before threshing.",Drain Water,"Loam, well‑drained; pH 6.0–7.5; moderate fertility.",,"[3, 4, 5, 6, 7, 8, 9, 10]","Hot,Drought,Dry,Tropical",AmaranthRedAllredleaf2003030
Compost at bed prep; side‑dress nitrogen lightly midseason.,Red Garnet (Amaranth),"{""3"": [34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45], ""4"": [32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43], ""5"": [31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], ""6"": [29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40], ""7"": [27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38], ""8"": [25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36], ""9"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34], ""10"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}","150,20,35",Red Garnet Amaranth,Red Garnet,Leaf/grain amaranth cultivar used for greens or seed.,🥬,Amaranthaceae,Amaranth,Amaranthus,Start 2–4 weeks early for transplants if season is short; harden off before planting.,Direct sow after last frost; thin to 6–10 in; harvest baby greens 3–5 weeks.,84-140,"Harvest young leaves for greens; for grain, cut seedheads at maturity and dry.","3,4,5,6,7,8,9,10","Flea beetles, aphids; birds on seedheads.","Greens: tender, young leaves with vibrant color. Grain: panicles dry and seed rubs free; finish drying before threshing. Amaranth greens: harvest baby leaves 3–5 weeks for tenderness; avoid mature stems for greens. For grain types, cut panicles at maturity and dry before threshing.",Drain Water,"Loam, well‑drained; pH 6.0–7.5; moderate fertility.",,"[3, 4, 5, 6, 7, 8, 9, 10]","Hot,Drought,Dry,Tropical",AmaranthRedRedgarnet1502035
Compost at bed prep; side‑dress nitrogen lightly midseason.,Red Leaf (Amaranth),"{""3"": [34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45], ""4"": [32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43], ""5"": [31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], ""6"": [29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40], ""7"": [27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38], ""8"": [25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36], ""9"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34], ""10"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}","200,30,30",Red Leaf Amaranth,Red Leaf,Leaf/grain amaranth cultivar used for greens or seed.,🥬,Amaranthaceae,Amaranth,Amaranthus,Start 2–4 weeks early for transplants if season is short; harden off before planting.,Direct sow after last frost; thin to 6–10 in; harvest baby greens 3–5 weeks.,84-140,"Harvest young leaves for greens; for grain, cut seedheads at maturity and dry.","3,4,5,6,7,8,9,10","Flea beetles, aphids; birds on seedheads.","Greens: tender, young leaves with vibrant color. Grain: panicles dry and seed rubs free; finish drying before threshing. Amaranth greens: harvest baby leaves 3–5 weeks for tenderness; avoid mature stems for greens. For grain types, cut panicles at maturity and dry before threshing.",Drain Water,"Loam, well‑drained; pH 6.0–7.5; moderate fertility.",,"[3, 4, 5, 6, 7, 8, 9, 10]","Hot,Drought,Dry,Tropical",AmaranthRedAllredleaf2003030
Compost at bed prep; side‑dress nitrogen lightly midseason.,Red Leaf Amaranth,"{""3"": [34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45], ""4"": [32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43], ""5"": [31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], ""6"": [29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40], ""7"": [27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38], ""8"": [25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36], ""9"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34], ""10"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}","200,30,30",Red Leaf Amaranth Amaranth,Red Leaf Amaranth,Leaf/grain amaranth cultivar used for greens or seed.,🥬,Amaranthaceae,Amaranth,Amaranthus,Start 2–4 weeks early for transplants if season is short; harden off before planting.,Direct sow after last frost; thin to 6–10 in; harvest baby greens 3–5 weeks.,84-140,"Harvest young leaves for greens; for grain, cut seedheads at maturity and dry.","3,4,5,6,7,8,9,10","Flea beetles, aphids; birds on seedheads.","Greens: tender, young leaves with vibrant color. Grain: panicles dry and seed rubs free; finish drying before threshing. Amaranth greens: harvest baby leaves 3–5 weeks for tenderness; avoid mature stems for greens. For grain types, cut panicles at maturity and dry before threshing.",Drain Water,"Loam, well‑drained; pH 6.0–7.5; moderate fertility.",,"[3, 4, 5, 6, 7, 8, 9, 10]","Hot,Drought,Dry,Tropical",AmaranthRedAllredleaf2003030
Compost at bed prep; side‑dress nitrogen lightly midseason.,Red Spike (Amaranth),"{""3"": [34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45], ""4"": [32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43], ""5"": [31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], ""6"": [29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40], ""7"": [27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38], ""8"": [25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36], ""9"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34], ""10"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}","200,30,30",Red Spike Amaranth,Red Spike,Leaf/grain amaranth cultivar used for greens or seed.,🥬,Amaranthaceae,Amaranth,Amaranthus,Start 2–4 weeks early for transplants if season is short; harden off before planting.,Direct sow after last frost; thin to 6–10 in; harvest baby greens 3–5 weeks.,84-140,"Harvest young leaves for greens; for grain, cut seedheads at maturity and dry.","3,4,5,6,7,8,9,10","Flea beetles, aphids; birds on seedheads.","Greens: tender, young leaves with vibrant color. Grain: panicles dry and seed rubs free; finish drying before threshing.",Drain Water,"Loam, well‑drained; pH 6.0–7.5; moderate fertility.",,"[3, 4, 5, 6, 7, 8, 9, 10]","Hot,Drought,Dry,Tropical",AmaranthRedAllredleaf2003030
Compost at bed prep; side‑dress nitrogen lightly midseason.,Rodale Red Leaf Grain (Amaranth),"{""3"": [34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45], ""4"": [32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43], ""5"": [31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], ""6"": [29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40], ""7"": [27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38], ""8"": [25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36], ""9"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34], ""10"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}","200,30,30",Rodale Red Leaf Grain Amaranth,Rodale Red Leaf Grain,Leaf/grain amaranth cultivar used for greens or seed.,🥬,Amaranthaceae,Amaranth,Amaranthus,Start 2–4 weeks early for transplants if season is short; harden off before planting.,Direct sow after last frost; thin to 6–10 in; harvest baby greens 3–5 weeks.,84-140,"Harvest young leaves for greens; for grain, cut seedheads at maturity and dry.","3,4,5,6,7,8,9,10","Flea beetles, aphids; birds on seedheads.","Greens: tender, young leaves with vibrant color. Grain: panicles dry and seed rubs free; finish drying before threshing. Amaranth greens: harvest baby leaves 3–5 weeks for tenderness; avoid mature stems for greens. For grain types, cut panicles at maturity and dry before threshing.",Drain Water,"Loam, well‑drained; pH 6.0–7.5; moderate fertility.",,"[3, 4, 5, 6, 7, 8, 9, 10]","Hot,Drought,Dry,Tropical",AmaranthRedAllredleaf2003030
Compost at bed prep; side‑dress nitrogen lightly midseason.,Virdis Amaranth,"{""3"": [34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45], ""4"": [32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43], ""5"": [31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], ""6"": [29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40], ""7"": [27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38], ""8"": [25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36], ""9"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34], ""10"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}","120,170,90",Virdis Amaranth Amaranth,Virdis Amaranth,Leaf/grain amaranth cultivar used for greens or seed.,🥬,Amaranthaceae,Amaranth,Amaranthus,Start 2–4 weeks early for transplants if season is short; harden off before planting.,Direct sow after last frost; thin to 6–10 in; harvest baby greens 3–5 weeks.,84-140,"Harvest young leaves for greens; for grain, cut seedheads at maturity and dry.","3,4,5,6,7,8,9,10","Flea beetles, aphids; birds on seedheads.","Greens: tender, young leaves with vibrant color. Grain: panicles dry and seed rubs free; finish drying before threshing. Amaranth greens: harvest baby leaves 3–5 weeks for tenderness; avoid mature stems for greens. For grain types, cut panicles at maturity and dry before threshing.",Drain Water,"Loam, well‑drained; pH 6.0–7.5; moderate fertility.",,"[3, 4, 5, 6, 7, 8, 9, 10]","Hot,Drought,Dry,Tropical",AmaranthCallalooamaranth12017090
Compost at bed prep; side‑dress nitrogen lightly midseason.,White Leaf (Amaranth),"{""3"": [34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45], ""4"": [32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43], ""5"": [31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], ""6"": [29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40], ""7"": [27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38], ""8"": [25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36], ""9"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34], ""10"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}","240,240,235",White Leaf Amaranth,White Leaf,Leaf/grain amaranth cultivar used for greens or seed.,🥬,Amaranthaceae,Amaranth,Amaranthus,Start 2–4 weeks early for transplants if season is short; harden off before planting.,Direct sow after last frost; thin to 6–10 in; harvest baby greens 3–5 weeks.,84-140,"Harvest young leaves for greens; for grain, cut seedheads at maturity and dry.","3,4,5,6,7,8,9,10","Flea beetles, aphids; birds on seedheads.","Greens: tender, young leaves with vibrant color. Grain: panicles dry and seed rubs free; finish drying before threshing. Amaranth greens: harvest baby leaves 3–5 weeks for tenderness; avoid mature stems for greens. For grain types, cut panicles at maturity and dry before threshing.",Drain Water,"Loam, well‑drained; pH 6.0–7.5; moderate fertility.",,"[3, 4, 5, 6, 7, 8, 9, 10]","Hot,Drought,Dry,Tropical",AmaranthWhiteWhiteleaf240240235
