vendorName,taxCategory,referenceNumber,reconciled,notes,ledgerDescription,id,entryType,debitAmount,date,creditAmount,checkNumber,balance,amount,accountName,accountCode,iosSymbol,emoji
Muffin Utility Inc.,Sales Tax,REF-9269,False,Beware of the Central Scrutinizer.,Sale at Saturday farmer's market,18127,Equity Contribution,1161.41,2025-05-27 16:12:00,0.0,CHK-9071,4095.18,1161.41,Insurance,5900,wrench,🧾
Zappa Solar,No Tax,REF-3303,False,Someone painted the barn plaid again.,Sale at Saturday farmer's market,54439,Payment,637.09,2025-05-26 05:32:00,0.0,CHK-3338,3195.13,637.09,Wages Payable,2100,externaldrive,🌱
Tractor Depot,Sales Tax,REF-2029,True,Someone painted the barn plaid again.,Sale at Saturday farmer's market,62994,Tax,0.0,2025-05-25 04:00:00,398.1,,3024.82,398.1,Owner's Equity,3000,tray,🏡
Tractor Depot,Sales Tax,REF-2231,True,Paid in kale chips and weird looks.,Sale at Saturday farmer's market,35176,Equity Contribution,920.07,2025-05-31 21:29:00,0.0,,3285.23,920.07,Owner's Equity,3000,tray,🏡
USDA,Use Tax,REF-5665,True,Paid in kale chips and weird looks.,Utility payment: irrigation pump,16862,Expense,1048.93,2025-05-29 01:35:00,0.0,CHK-3795,4626.6,1048.93,Cost of Goods Sold,5000,externaldrive,📦
Compost Collective,Use Tax,REF-6119,True,Beware of the Central Scrutinizer.,Sale at Saturday farmer's market,49252,Expense,617.07,2025-06-04 16:26:00,0.0,CHK-9565,4679.26,617.07,Insurance,5900,wrench,🧾
Farm Co-op,Sales Tax,REF-7894,True,Someone painted the barn plaid again.,Weekly payroll distribution,40838,Payroll,1124.77,2025-06-04 20:28:00,0.0,CHK-2868,2160.7,1124.77,Depreciation,6000,calendar,🛠
Compost Collective,No Tax,REF-7073,True,Beware of the Central Scrutinizer.,Utility payment: irrigation pump,34401,Payment,1215.99,2025-06-02 11:52:00,0.0,,1487.17,1215.99,Insurance,5900,wrench,🧾
Compost Collective,No Tax,REF-2455,True,Beware of the Central Scrutinizer.,Utility payment: irrigation pump,56841,Equity Contribution,1432.48,2025-06-07 07:23:00,0.0,,3526.78,1432.48,Taxes Payable,2200,hammer,🐝
USDA,Use Tax,REF-8211,True,Billy the Mountain requested cash.,Weekly payroll distribution,10420,Expense,127.3,2025-06-03 14:35:00,0.0,,4943.51,127.3,Insurance,5900,wrench,🧾
USDA,Use Tax,REF-1107,True,Paid in kale chips and weird looks.,Weekly payroll distribution,49534,Tax,0.0,2025-06-05 09:18:00,954.72,CHK-6059,4188.04,954.72,Fuel,5300,tray,💼
Muffin Utility Inc.,Use Tax,REF-9914,False,Billy the Mountain requested cash.,Weekly payroll distribution,65339,Invoice,0.0,2025-06-06 14:55:00,465.12,,3592.12,465.12,Wages Payable,2100,externaldrive,🌱
Muffin Utility Inc.,Sales Tax,REF-1494,True,Beware of the Central Scrutinizer.,Purchase of heirloom tomato seeds,40902,Equity Contribution,204.35,2025-06-05 20:07:00,0.0,,3666.3,204.35,Depreciation,6000,calendar,🛠
Zappa Solar,Use Tax,REF-6401,False,Someone painted the barn plaid again.,Sale at Saturday farmer's market,59154,Equity Contribution,698.65,2025-06-01 15:52:00,0.0,,4349.57,698.65,Owner's Equity,3000,tray,🏡
Tractor Depot,Use Tax,REF-4651,False,Billy the Mountain requested cash.,Weekly payroll distribution,56221,Invoice,0.0,2025-06-05 07:46:00,226.53,CHK-8246,1700.38,226.53,Insurance,5900,wrench,🧾
USDA,Use Tax,REF-2565,False,Paid in kale chips and weird looks.,Purchase of heirloom tomato seeds,87099,Equity Contribution,611.52,2025-06-04 10:25:00,0.0,,1968.3,611.52,Depreciation,6000,calendar,🛠
Zappa Solar,Use Tax,REF-8406,False,Billy the Mountain requested cash.,Weekly payroll distribution,71144,Invoice,0.0,2025-06-05 07:07:00,498.69,CHK-7020,4002.3,498.69,Depreciation,6000,calendar,🛠
Compost Collective,Sales Tax,REF-8145,False,Billy the Mountain requested cash.,Purchase of heirloom tomato seeds,51583,Equity Contribution,349.01,2025-06-07 05:52:00,0.0,,4899.03,349.01,Insurance,5900,wrench,🧾
Johnny's Seeds,Sales Tax,REF-6033,True,Paid in kale chips and weird looks.,Sale at Saturday farmer's market,77531,Tax,0.0,2025-06-01 11:41:00,1133.08,CHK-6434,4082.06,1133.08,Depreciation,6000,calendar,🛠
Muffin Utility Inc.,Sales Tax,REF-8794,True,Billy the Mountain requested cash.,Sale at Saturday farmer's market,24699,Payment,302.11,2025-06-07 18:41:00,0.0,,3931.04,302.11,Depreciation,6000,calendar,🛠
Tractor Depot,Use Tax,REF-7574,True,Paid in kale chips and weird looks.,Utility payment: irrigation pump,66476,Payroll,1267.52,2025-06-02 07:57:00,0.0,CHK-4661,4795.52,1267.52,Taxes Payable,2200,hammer,🐝
Johnny's Seeds,Use Tax,REF-1839,True,Someone painted the barn plaid again.,Tractor repair service,17994,Invoice,0.0,2025-06-06 02:47:00,1057.65,,4242.95,1057.65,Insurance,5900,wrench,🧾
Muffin Utility Inc.,No Tax,REF-6749,False,Beware of the Central Scrutinizer.,Sale at Saturday farmer's market,89192,Tax,0.0,2025-06-01 18:52:00,1198.09,,4118.37,1198.09,Owner's Equity,3000,tray,🏡
Compost Collective,Use Tax,REF-1019,True,Paid in kale chips and weird looks.,Weekly payroll distribution,51158,Payroll,589.06,2025-06-06 02:14:00,0.0,CHK-3401,2753.68,589.06,Depreciation,6000,calendar,🛠
Tractor Depot,Use Tax,REF-6321,False,Beware of the Central Scrutinizer.,Tractor repair service,75843,Expense,669.3,2025-06-02 03:42:00,0.0,CHK-6417,1208.28,669.3,Fuel,5300,tray,💼
Johnny's Seeds,Use Tax,REF-9096,False,Billy the Mountain requested cash.,Tractor repair service,17597,Invoice,0.0,2025-06-06 13:06:00,175.15,,3878.1,175.15,Taxes Payable,2200,hammer,🐝
USDA,No Tax,REF-3395,True,Paid in kale chips and weird looks.,Sale at Saturday farmer's market,17821,Payment,1146.34,2025-06-02 12:45:00,0.0,,1598.39,1146.34,Depreciation,6000,calendar,🛠
Farm Co-op,Use Tax,REF-7492,False,Someone painted the barn plaid again.,Utility payment: irrigation pump,53463,Payroll,262.03,2025-06-05 20:57:00,0.0,,2408.38,262.03,Cost of Goods Sold,5000,externaldrive,📦
Farm Co-op,Sales Tax,REF-3905,True,Someone painted the barn plaid again.,Utility payment: irrigation pump,58239,Equity Contribution,62.28,2025-06-05 02:23:00,0.0,CHK-9115,3085.76,62.28,Insurance,5900,wrench,🧾
USDA,No Tax,REF-1058,True,Billy the Mountain requested cash.,Utility payment: irrigation pump,53716,Payment,803.09,2025-06-05 00:37:00,0.0,,3526.54,803.09,Taxes Payable,2200,hammer,🐝
Compost Collective,Use Tax,REF-1918,False,Beware of the Central Scrutinizer.,Utility payment: irrigation pump,38145,Equity Contribution,1169.13,2025-06-06 02:39:00,0.0,CHK-2687,1741.04,1169.13,Sales - Value-Added Goods,4100,folder,🐔
Farm Co-op,Use Tax,REF-2494,True,Billy the Mountain requested cash.,Tractor repair service,23474,Tax,0.0,2025-06-06 12:00:00,1213.11,CHK-5396,3413.73,1213.11,Wages Payable,2100,externaldrive,🌱
Farm Co-op,Use Tax,REF-9598,False,Someone painted the barn plaid again.,Purchase of heirloom tomato seeds,65128,Invoice,0.0,2025-06-05 10:02:00,464.39,CHK-1876,4088.54,464.39,Owner's Equity,3000,tray,🏡
Zappa Solar,No Tax,REF-3085,True,Billy the Mountain requested cash.,Weekly payroll distribution,50910,Payroll,315.85,2025-06-01 21:45:00,0.0,CHK-1287,1968.88,315.85,Sales - Value-Added Goods,4100,folder,🐔
Compost Collective,No Tax,REF-2835,False,Beware of the Central Scrutinizer.,Purchase of heirloom tomato seeds,55861,Payment,1034.08,2025-06-07 21:56:00,0.0,CHK-8770,2713.96,1034.08,Cost of Goods Sold,5000,externaldrive,📦
Compost Collective,No Tax,REF-7147,False,Paid in kale chips and weird looks.,Weekly payroll distribution,52289,Payment,1480.97,2025-06-03 13:22:00,0.0,CHK-1351,4910.3,1480.97,Cost of Goods Sold,5000,externaldrive,📦
Tractor Depot,Sales Tax,REF-7412,False,Billy the Mountain requested cash.,Tractor repair service,85341,Invoice,0.0,2025-06-03 19:45:00,1272.88,CHK-1338,3114.76,1272.88,Insurance,5900,wrench,🧾
Zappa Solar,Sales Tax,REF-6646,True,Paid in kale chips and weird looks.,Weekly payroll distribution,16738,Payroll,1144.39,2025-06-03 10:17:00,0.0,CHK-2559,4013.82,1144.39,Depreciation,6000,calendar,🛠
Compost Collective,Use Tax,REF-8413,False,Someone painted the barn plaid again.,Utility payment: irrigation pump,25034,Invoice,0.0,2025-06-07 03:56:00,786.74,,4206.13,786.74,Fuel,5300,tray,💼
Farm Co-op,No Tax,REF-4815,True,Billy the Mountain requested cash.,Utility payment: irrigation pump,63862,Payroll,1465.46,2025-06-01 02:39:00,0.0,,3481.5,1465.46,Fuel,5300,tray,💼
Farm Co-op,Sales Tax,REF-9502,True,Paid in kale chips and weird looks.,Utility payment: irrigation pump,30595,Payment,376.2,2025-06-04 06:07:00,0.0,,2139.71,376.2,Sales - Value-Added Goods,4100,folder,🐔
USDA,Use Tax,REF-9098,False,Billy the Mountain requested cash.,Sale at Saturday farmer's market,56921,Payment,961.33,2025-06-04 09:50:00,0.0,,2711.46,961.33,Fuel,5300,tray,💼
Johnny's Seeds,No Tax,REF-5042,True,Beware of the Central Scrutinizer.,Sale at Saturday farmer's market,26293,Payment,1264.6,2025-06-02 02:14:00,0.0,CHK-8119,1398.37,1264.6,Sales - Value-Added Goods,4100,folder,🐔
Compost Collective,Use Tax,REF-7525,True,Someone painted the barn plaid again.,Sale at Saturday farmer's market,77876,Invoice,0.0,2025-06-01 14:10:00,284.06,,4636.06,284.06,Wages Payable,2100,externaldrive,🌱
Zappa Solar,Use Tax,REF-5964,True,Someone painted the barn plaid again.,Utility payment: irrigation pump,81080,Payroll,1405.31,2025-06-03 06:47:00,0.0,,1278.87,1405.31,Taxes Payable,2200,hammer,🐝
Johnny's Seeds,No Tax,REF-2220,False,Billy the Mountain requested cash.,Purchase of heirloom tomato seeds,39164,Invoice,0.0,2025-06-03 16:26:00,466.34,CHK-2115,2574.39,466.34,Insurance,5900,wrench,🧾
Johnny's Seeds,Sales Tax,REF-6700,False,Beware of the Central Scrutinizer.,Tractor repair service,61167,Tax,0.0,2025-06-05 23:35:00,511.3,,1905.19,511.3,Insurance,5900,wrench,🧾
Compost Collective,No Tax,REF-4206,False,Someone painted the barn plaid again.,Tractor repair service,35156,Payroll,1163.1,2025-06-02 10:47:00,0.0,CHK-7831,3516.61,1163.1,Depreciation,6000,calendar,🛠
USDA,Use Tax,REF-5601,False,Paid in kale chips and weird looks.,Purchase of heirloom tomato seeds,90223,Tax,0.0,2025-06-06 06:17:00,768.41,CHK-8473,4764.84,768.41,Insurance,5900,wrench,🧾
Tractor Depot,Use Tax,REF-3295,False,Paid in kale chips and weird looks.,Weekly payroll distribution,64334,Payroll,388.38,2025-06-06 21:55:00,0.0,CHK-1116,2748.79,388.38,Sales - Value-Added Goods,4100,folder,🐔
Farm Co-op,Sales Tax,REF-5097,False,Billy the Mountain requested cash.,Purchase of heirloom tomato seeds,21483,Invoice,0.0,2025-06-01 15:49:00,72.22,CHK-7719,3417.03,72.22,Sales - Value-Added Goods,4100,folder,🐔
Zappa Solar,Use Tax,REF-4471,True,Beware of the Central Scrutinizer.,Sale at Saturday farmer's market,53697,Invoice,0.0,2025-06-03 01:21:00,1279.71,CHK-2010,2260.06,1279.71,Insurance,5900,wrench,🧾
Farm Co-op,No Tax,REF-5700,False,Someone painted the barn plaid again.,Purchase of heirloom tomato seeds,66617,Payment,1489.2,2025-06-07 16:47:00,0.0,CHK-2803,3856.24,1489.2,Fuel,5300,tray,💼
Farm Co-op,Sales Tax,REF-5400,False,Paid in kale chips and weird looks.,Sale at Saturday farmer's market,75201,Invoice,0.0,2025-06-04 16:51:00,1148.88,CHK-4955,4481.02,1148.88,Wages Payable,2100,externaldrive,🌱
USDA,Use Tax,REF-6722,False,Someone painted the barn plaid again.,Weekly payroll distribution,87173,Tax,0.0,2025-06-05 03:09:00,128.14,CHK-2772,3455.74,128.14,Owner's Equity,3000,tray,🏡
Farm Co-op,Sales Tax,REF-5528,True,Paid in kale chips and weird looks.,Tractor repair service,31422,Tax,0.0,2025-06-03 21:31:00,201.28,CHK-7389,1025.7,201.28,Depreciation,6000,calendar,🛠
Tractor Depot,No Tax,REF-3880,True,Beware of the Central Scrutinizer.,Weekly payroll distribution,48649,Tax,0.0,2025-06-03 18:11:00,174.3,CHK-2542,3689.57,174.3,Wages Payable,2100,externaldrive,🌱
Farm Co-op,Use Tax,REF-7251,False,Paid in kale chips and weird looks.,Utility payment: irrigation pump,99614,Payment,58.97,2025-06-06 01:25:00,0.0,CHK-9043,1605.59,58.97,Cost of Goods Sold,5000,externaldrive,📦
Compost Collective,Use Tax,REF-2169,True,Someone painted the barn plaid again.,Purchase of heirloom tomato seeds,25512,Invoice,0.0,2025-06-03 01:38:00,241.23,CHK-6591,4434.22,241.23,Sales - Value-Added Goods,4100,folder,🐔
Farm Co-op,No Tax,REF-5006,False,Beware of the Central Scrutinizer.,Sale at Saturday farmer's market,63123,Invoice,0.0,2025-06-03 04:49:00,1132.29,,3636.51,1132.29,Sales - Value-Added Goods,4100,folder,🐔
Compost Collective,Sales Tax,REF-6013,True,Paid in kale chips and weird looks.,Tractor repair service,71170,Equity Contribution,1028.01,2025-06-03 21:04:00,0.0,CHK-9920,2277.17,1028.01,Owner's Equity,3000,tray,🏡
Compost Collective,Sales Tax,REF-6782,True,Someone painted the barn plaid again.,Weekly payroll distribution,18406,Payroll,355.84,2025-06-04 00:17:00,0.0,,4237.27,355.84,Owner's Equity,3000,tray,🏡
Johnny's Seeds,No Tax,REF-3064,True,Paid in kale chips and weird looks.,Purchase of heirloom tomato seeds,93631,Payroll,1114.67,2025-06-04 00:19:00,0.0,,3628.04,1114.67,Depreciation,6000,calendar,🛠
Muffin Utility Inc.,No Tax,REF-9372,False,Someone painted the barn plaid again.,Sale at Saturday farmer's market,86730,Payment,561.27,2025-06-01 07:53:00,0.0,CHK-1144,1474.75,561.27,Depreciation,6000,calendar,🛠
USDA,Sales Tax,REF-4449,True,Billy the Mountain requested cash.,Weekly payroll distribution,48919,Tax,0.0,2025-06-04 09:00:00,688.41,CHK-9736,1720.28,688.41,Wages Payable,2100,externaldrive,🌱
Muffin Utility Inc.,Sales Tax,REF-6310,False,Billy the Mountain requested cash.,Sale at Saturday farmer's market,84531,Payroll,384.83,2025-06-03 23:19:00,0.0,,1169.17,384.83,Depreciation,6000,calendar,🛠
Johnny's Seeds,No Tax,REF-3606,False,Someone painted the barn plaid again.,Utility payment: irrigation pump,13567,Invoice,0.0,2025-06-06 22:53:00,436.92,CHK-7686,4135.19,436.92,Wages Payable,2100,externaldrive,🌱
Tractor Depot,Use Tax,REF-8007,True,Someone painted the barn plaid again.,Utility payment: irrigation pump,84385,Expense,362.25,2025-06-02 15:45:00,0.0,,3736.28,362.25,Owner's Equity,3000,tray,🏡
Johnny's Seeds,Sales Tax,REF-8167,False,Someone painted the barn plaid again.,Utility payment: irrigation pump,78101,Payment,1044.46,2025-06-01 08:32:00,0.0,CHK-7896,4435.85,1044.46,Insurance,5900,wrench,🧾
Zappa Solar,Use Tax,REF-4890,False,Someone painted the barn plaid again.,Tractor repair service,44770,Equity Contribution,1202.21,2025-06-05 12:00:00,0.0,,3261.63,1202.21,Wages Payable,2100,externaldrive,🌱
Muffin Utility Inc.,Use Tax,REF-8585,True,Billy the Mountain requested cash.,Purchase of heirloom tomato seeds,94868,Tax,0.0,2025-06-05 14:09:00,771.56,,4357.3,771.56,Fuel,5300,tray,💼
Tractor Depot,Use Tax,REF-8147,False,Billy the Mountain requested cash.,Weekly payroll distribution,93268,Invoice,0.0,2025-06-05 06:50:00,1049.12,CHK-9013,1408.56,1049.12,Wages Payable,2100,externaldrive,🌱
Compost Collective,Sales Tax,REF-4683,True,Billy the Mountain requested cash.,Utility payment: irrigation pump,50422,Equity Contribution,249.67,2025-06-01 13:02:00,0.0,CHK-6601,3580.93,249.67,Fuel,5300,tray,💼
Farm Co-op,Sales Tax,REF-7799,False,Someone painted the barn plaid again.,Weekly payroll distribution,65081,Tax,0.0,2025-06-01 16:49:00,33.95,CHK-3032,1617.96,33.95,Depreciation,6000,calendar,🛠
Compost Collective,No Tax,REF-2282,False,Billy the Mountain requested cash.,Purchase of heirloom tomato seeds,60925,Payment,245.37,2025-06-01 07:04:00,0.0,,4013.95,245.37,Cost of Goods Sold,5000,externaldrive,📦
Zappa Solar,Use Tax,REF-8458,True,Beware of the Central Scrutinizer.,Tractor repair service,91579,Equity Contribution,1014.5,2025-06-07 14:57:00,0.0,CHK-3977,3744.56,1014.5,Wages Payable,2100,externaldrive,🌱
Compost Collective,Use Tax,REF-9860,True,Paid in kale chips and weird looks.,Tractor repair service,62051,Payroll,1341.75,2025-06-01 02:53:00,0.0,CHK-6533,4776.41,1341.75,Fuel,5300,tray,💼
Muffin Utility Inc.,Use Tax,REF-5414,False,Paid in kale chips and weird looks.,Weekly payroll distribution,53433,Invoice,0.0,2025-06-05 19:41:00,389.05,,1615.28,389.05,Cost of Goods Sold,5000,externaldrive,📦
Compost Collective,Sales Tax,REF-5170,False,Paid in kale chips and weird looks.,Tractor repair service,30471,Payroll,1286.76,2025-06-06 02:43:00,0.0,CHK-3262,1141.4,1286.76,Owner's Equity,3000,tray,🏡
Johnny's Seeds,Use Tax,REF-6169,True,Billy the Mountain requested cash.,Tractor repair service,89890,Invoice,0.0,2025-06-05 00:06:00,956.9,CHK-9343,4092.18,956.9,Taxes Payable,2200,hammer,🐝
USDA,Use Tax,REF-3689,True,Beware of the Central Scrutinizer.,Tractor repair service,88779,Invoice,0.0,2025-06-05 01:53:00,439.14,CHK-3807,4334.37,439.14,Fuel,5300,tray,💼
Tractor Depot,No Tax,REF-9878,True,Paid in kale chips and weird looks.,Weekly payroll distribution,46669,Expense,259.96,2025-06-01 04:45:00,0.0,,1190.73,259.96,Sales - Value-Added Goods,4100,folder,🐔
Zappa Solar,Use Tax,REF-3879,False,Someone painted the barn plaid again.,Weekly payroll distribution,77708,Payment,656.76,2025-06-02 09:52:00,0.0,CHK-8398,4541.12,656.76,Cost of Goods Sold,5000,externaldrive,📦
Zappa Solar,Use Tax,REF-6784,False,Someone painted the barn plaid again.,Sale at Saturday farmer's market,49039,Expense,967.6,2025-06-06 02:07:00,0.0,CHK-9739,1035.04,967.6,Depreciation,6000,calendar,🛠
Farm Co-op,No Tax,REF-2945,True,Someone painted the barn plaid again.,Weekly payroll distribution,12148,Payroll,905.4,2025-06-05 09:01:00,0.0,CHK-8797,2626.46,905.4,Insurance,5900,wrench,🧾
Zappa Solar,No Tax,REF-2025,True,Billy the Mountain requested cash.,Tractor repair service,78658,Payment,1115.47,2025-06-05 11:43:00,0.0,CHK-4625,2762.74,1115.47,Insurance,5900,wrench,🧾
Tractor Depot,No Tax,REF-7483,False,Someone painted the barn plaid again.,Utility payment: irrigation pump,10552,Equity Contribution,895.52,2025-06-07 08:15:00,0.0,CHK-9870,2007.19,895.52,Wages Payable,2100,externaldrive,🌱
Farm Co-op,Use Tax,REF-7811,True,Billy the Mountain requested cash.,Weekly payroll distribution,42189,Payment,10.92,2025-06-02 07:35:00,0.0,CHK-8705,2242.7,10.92,Wages Payable,2100,externaldrive,🌱
Muffin Utility Inc.,No Tax,REF-6956,False,Billy the Mountain requested cash.,Purchase of heirloom tomato seeds,65040,Payment,555.79,2025-06-07 20:44:00,0.0,CHK-3041,3815.71,555.79,Cost of Goods Sold,5000,externaldrive,📦
Johnny's Seeds,No Tax,REF-7239,False,Paid in kale chips and weird looks.,Utility payment: irrigation pump,95728,Payroll,552.84,2025-06-04 01:48:00,0.0,CHK-5163,2159.51,552.84,Sales - Value-Added Goods,4100,folder,🐔
Compost Collective,Use Tax,REF-4878,False,Beware of the Central Scrutinizer.,Tractor repair service,10922,Tax,0.0,2025-06-05 04:04:00,468.99,CHK-8922,3619.79,468.99,Cost of Goods Sold,5000,externaldrive,📦
USDA,Sales Tax,REF-3862,True,Beware of the Central Scrutinizer.,Utility payment: irrigation pump,87915,Invoice,0.0,2025-06-01 13:44:00,1170.05,,4995.09,1170.05,Insurance,5900,wrench,🧾
Tractor Depot,No Tax,REF-6115,False,Someone painted the barn plaid again.,Utility payment: irrigation pump,15480,Equity Contribution,669.81,2025-06-04 07:35:00,0.0,,3261.81,669.81,Wages Payable,2100,externaldrive,🌱
Johnny's Seeds,No Tax,REF-2666,False,Beware of the Central Scrutinizer.,Purchase of heirloom tomato seeds,81334,Tax,0.0,2025-06-01 17:19:00,1336.42,CHK-3085,1065.16,1336.42,Taxes Payable,2200,hammer,🐝
Johnny's Seeds,Use Tax,REF-2680,False,Billy the Mountain requested cash.,Weekly payroll distribution,84881,Expense,540.7,2025-06-04 03:50:00,0.0,,4884.85,540.7,Wages Payable,2100,externaldrive,🌱
Compost Collective,No Tax,REF-9404,False,Someone painted the barn plaid again.,Weekly payroll distribution,69142,Payment,316.87,2025-06-02 21:04:00,0.0,CHK-9204,3771.48,316.87,Owner's Equity,3000,tray,🏡
USDA,Use Tax,REF-4380,True,Billy the Mountain requested cash.,Utility payment: irrigation pump,83885,Expense,829.69,2025-06-04 23:58:00,0.0,CHK-5826,1938.02,829.69,Cost of Goods Sold,5000,externaldrive,📦
Zappa Solar,No Tax,REF-7566,True,Paid in kale chips and weird looks.,Weekly payroll distribution,77452,Expense,696.3,2025-06-06 23:05:00,0.0,CHK-5226,2994.56,696.3,Owner's Equity,3000,tray,🏡
Johnny's Seeds,Use Tax,REF-6728,True,Someone painted the barn plaid again.,Utility payment: irrigation pump,13545,Tax,0.0,2025-06-07 02:39:00,811.86,,3437.56,811.86,Cost of Goods Sold,5000,externaldrive,📦
Johnny's Seeds,Use Tax,REF-3891,False,Beware of the Central Scrutinizer.,Sale at Saturday farmer's market,63655,Invoice,0.0,2025-06-02 21:13:00,416.28,,1669.81,416.28,Wages Payable,2100,externaldrive,🌱
USDA,Sales Tax,REF-6208,True,Beware of the Central Scrutinizer.,Utility payment: irrigation pump,34117,Payment,276.34,2025-06-09 00:42:00,0.0,CHK-8391,4725.48,276.34,Taxes Payable,2200,hammer,🐝
Johnny's Seeds,No Tax,REF-7891,True,Billy the Mountain requested cash.,Purchase of heirloom tomato seeds,47414,Payment,1499.54,2025-06-11 12:41:00,0.0,,1359.03,1499.54,Depreciation,6000,calendar,🛠
Tractor Depot,Use Tax,REF-1670,False,Someone painted the barn plaid again.,Weekly payroll distribution,13646,Expense,267.96,2025-06-13 00:04:00,0.0,CHK-6197,4860.0,267.96,Fuel,5300,tray,💼
Muffin Utility Inc.,No Tax,REF-1301,True,Beware of the Central Scrutinizer.,Sale at Saturday farmer's market,48664,Payment,1256.23,2025-06-11 03:43:00,0.0,,1087.59,1256.23,Sales - Value-Added Goods,4100,folder,🐔
Tractor Depot,No Tax,REF-9635,True,Someone painted the barn plaid again.,Tractor repair service,90940,Payroll,1299.27,2025-06-13 22:02:00,0.0,CHK-8572,2371.12,1299.27,Taxes Payable,2200,hammer,🐝
Tractor Depot,No Tax,REF-8325,False,Beware of the Central Scrutinizer.,Sale at Saturday farmer's market,77888,Equity Contribution,1151.92,2025-06-10 16:39:00,0.0,CHK-9671,4189.95,1151.92,Insurance,5900,wrench,🧾
Farm Co-op,Sales Tax,REF-7265,False,Someone painted the barn plaid again.,Tractor repair service,15046,Invoice,0.0,2025-06-12 12:57:00,562.44,CHK-5818,4715.73,562.44,Insurance,5900,wrench,🧾
Compost Collective,Sales Tax,REF-4990,True,Billy the Mountain requested cash.,Weekly payroll distribution,93878,Tax,0.0,2025-06-12 04:05:00,171.36,CHK-3172,1426.46,171.36,Fuel,5300,tray,💼
Muffin Utility Inc.,Sales Tax,REF-7158,True,Beware of the Central Scrutinizer.,Utility payment: irrigation pump,24454,Tax,0.0,2025-06-10 10:08:00,617.64,CHK-7866,2903.43,617.64,Insurance,5900,wrench,🧾
Farm Co-op,Use Tax,REF-7753,False,Beware of the Central Scrutinizer.,Tractor repair service,42318,Payment,1074.37,2025-06-08 19:45:00,0.0,,4212.84,1074.37,Cost of Goods Sold,5000,externaldrive,📦
Muffin Utility Inc.,No Tax,REF-1485,False,Billy the Mountain requested cash.,Tractor repair service,71913,Invoice,0.0,2025-06-12 00:40:00,377.86,,1230.05,377.86,Wages Payable,2100,externaldrive,🌱
Farm Co-op,Use Tax,REF-6320,False,Billy the Mountain requested cash.,Purchase of heirloom tomato seeds,55468,Expense,1156.21,2025-06-08 05:51:00,0.0,,3617.81,1156.21,Wages Payable,2100,externaldrive,🌱
Farm Co-op,Sales Tax,REF-4409,True,Paid in kale chips and weird looks.,Sale at Saturday farmer's market,39460,Invoice,0.0,2025-06-08 10:32:00,857.3,CHK-1358,4176.24,857.3,Taxes Payable,2200,hammer,🐝
Compost Collective,Use Tax,REF-3299,False,Beware of the Central Scrutinizer.,Utility payment: irrigation pump,15795,Invoice,0.0,2025-06-11 16:34:00,1326.14,,3128.36,1326.14,Cost of Goods Sold,5000,externaldrive,📦
Zappa Solar,No Tax,REF-8662,False,Beware of the Central Scrutinizer.,Sale at Saturday farmer's market,43253,Tax,0.0,2025-06-08 15:59:00,938.38,CHK-3353,3315.62,938.38,Depreciation,6000,calendar,🛠
Zappa Solar,Sales Tax,REF-2978,False,Paid in kale chips and weird looks.,Tractor repair service,35800,Tax,0.0,2025-06-14 06:27:00,1125.39,CHK-4162,4770.79,1125.39,Taxes Payable,2200,hammer,🐝
Compost Collective,No Tax,REF-1177,False,Billy the Mountain requested cash.,Tractor repair service,76239,Tax,0.0,2025-06-12 14:31:00,720.29,CHK-5038,2529.67,720.29,Depreciation,6000,calendar,🛠
Johnny's Seeds,Use Tax,REF-1792,False,Someone painted the barn plaid again.,Sale at Saturday farmer's market,37694,Equity Contribution,864.9,2025-06-10 14:33:00,0.0,CHK-4771,1614.87,864.9,Owner's Equity,3000,tray,🏡
Tractor Depot,No Tax,REF-4199,False,Beware of the Central Scrutinizer.,Weekly payroll distribution,83375,Tax,0.0,2025-06-08 08:14:00,63.09,,1602.11,63.09,Sales - Value-Added Goods,4100,folder,🐔
Muffin Utility Inc.,Sales Tax,REF-2550,True,Billy the Mountain requested cash.,Tractor repair service,16870,Expense,676.6,2025-06-14 16:25:00,0.0,,3326.85,676.6,Insurance,5900,wrench,🧾
Zappa Solar,No Tax,REF-6142,True,Someone painted the barn plaid again.,Sale at Saturday farmer's market,99724,Equity Contribution,719.03,2025-06-13 05:58:00,0.0,,1682.32,719.03,Sales - Value-Added Goods,4100,folder,🐔
Zappa Solar,No Tax,REF-4458,False,Beware of the Central Scrutinizer.,Purchase of heirloom tomato seeds,34875,Payroll,766.71,2025-06-13 09:28:00,0.0,,3519.06,766.71,Insurance,5900,wrench,🧾
Tractor Depot,No Tax,REF-1685,True,Billy the Mountain requested cash.,Utility payment: irrigation pump,95179,Tax,0.0,2025-06-11 12:26:00,167.28,CHK-1988,3851.93,167.28,Sales - Value-Added Goods,4100,folder,🐔
Farm Co-op,Use Tax,REF-5370,False,Billy the Mountain requested cash.,Sale at Saturday farmer's market,84373,Equity Contribution,1363.99,2025-06-09 20:42:00,0.0,,3744.91,1363.99,Sales - Value-Added Goods,4100,folder,🐔
Johnny's Seeds,No Tax,REF-2529,False,Beware of the Central Scrutinizer.,Utility payment: irrigation pump,26917,Tax,0.0,2025-06-08 19:21:00,1149.47,CHK-3495,2961.36,1149.47,Depreciation,6000,calendar,🛠
