CommonName,Family,Genus,Cultivar,Description,GrowingAdvice,WeatherTolerance,OptimalZones,GrowingDays,TransplantAge,USDAZoneList,BestHarvest,BestPlantingDates,GreenhouseInstructions,SoilInfo,Pests,Amendments,SoilConditions,Approved CommonName,Emoji,ColorRGB
Hopi Red Dye (Amaranth),Amaranthaceae,Amaranthus,Hopi Red Dye,Leaf/grain amaranth cultivar used for greens or seed.,Direct sow after last frost; thin to 6–10 in; harvest baby greens 3–5 weeks.,"Hot,Drought,Dry,Tropical","3,4,5,6,7,8,9,10",84-140,,"[3, 4, 5, 6, 7, 8, 9, 10]","{""3"": [34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45], ""4"": [32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43], ""5"": [31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], ""6"": [29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40], ""7"": [27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38], ""8"": [25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36], ""9"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34], ""10"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}",Start 2–4 weeks early for transplants if season is short; harden off before planting.,"Loam, well‑drained; pH 6.0–7.5; moderate fertility.","Flea beetles, aphids; birds on seedheads.",Compost at bed prep; side‑dress nitrogen lightly midseason.,Drain Water,Hopi Red Dye (Amaranth),🥬,"200,30,30"
Love Lies Bleeding (Amaranth),Amaranthaceae,Amaranthus,Love Lies Bleeding,Leaf/grain amaranth cultivar used for greens or seed.,Direct sow after last frost; thin to 6–10 in; harvest baby greens 3–5 weeks.,"Hot,Drought,Dry,Tropical","3,4,5,6,7,8,9,10",84-140,,"[3, 4, 5, 6, 7, 8, 9, 10]","{""3"": [34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45], ""4"": [32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43], ""5"": [31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], ""6"": [29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40], ""7"": [27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38], ""8"": [25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36], ""9"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34], ""10"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}",Start 2–4 weeks early for transplants if season is short; harden off before planting.,"Loam, well‑drained; pH 6.0–7.5; moderate fertility.","Flea beetles, aphids; birds on seedheads.",Compost at bed prep; side‑dress nitrogen lightly midseason.,Drain Water,Love Lies Bleeding (Amaranth),🥬,"120,170,90"
Miriah Leaf (Amaranth),Amaranthaceae,Amaranthus,Miriah Leaf,Leaf/grain amaranth cultivar used for greens or seed.,Direct sow after last frost; thin to 6–10 in; harvest baby greens 3–5 weeks.,"Hot,Drought,Dry,Tropical","3,4,5,6,7,8,9,10",84-140,,"[3, 4, 5, 6, 7, 8, 9, 10]","{""3"": [34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45], ""4"": [32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43], ""5"": [31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], ""6"": [29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40], ""7"": [27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38], ""8"": [25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36], ""9"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34], ""10"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}",Start 2–4 weeks early for transplants if season is short; harden off before planting.,"Loam, well‑drained; pH 6.0–7.5; moderate fertility.","Flea beetles, aphids; birds on seedheads.",Compost at bed prep; side‑dress nitrogen lightly midseason.,Drain Water,Miriah Leaf (Amaranth),🥬,"120,170,90"
Molten Fire (Amaranth),Amaranthaceae,Amaranthus,Molten Fire,Leaf/grain amaranth cultivar used for greens or seed.,Direct sow after last frost; thin to 6–10 in; harvest baby greens 3–5 weeks.,"Hot,Drought,Dry,Tropical","3,4,5,6,7,8,9,10",84-140,,"[3, 4, 5, 6, 7, 8, 9, 10]","{""3"": [34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45], ""4"": [32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43], ""5"": [31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], ""6"": [29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40], ""7"": [27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38], ""8"": [25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36], ""9"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34], ""10"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}",Start 2–4 weeks early for transplants if season is short; harden off before planting.,"Loam, well‑drained; pH 6.0–7.5; moderate fertility.","Flea beetles, aphids; birds on seedheads.",Compost at bed prep; side‑dress nitrogen lightly midseason.,Drain Water,Molten Fire (Amaranth),🥬,"120,170,90"
Montana Popping (Amaranth),Amaranthaceae,Amaranthus,Montana Popping,Leaf/grain amaranth cultivar used for greens or seed.,Direct sow after last frost; thin to 6–10 in; harvest baby greens 3–5 weeks.,"Hot,Drought,Dry,Tropical","3,4,5,6,7,8,9,10",84-140,,"[3, 4, 5, 6, 7, 8, 9, 10]","{""3"": [34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45], ""4"": [32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43], ""5"": [31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], ""6"": [29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40], ""7"": [27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38], ""8"": [25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36], ""9"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34], ""10"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}",Start 2–4 weeks early for transplants if season is short; harden off before planting.,"Loam, well‑drained; pH 6.0–7.5; moderate fertility.","Flea beetles, aphids; birds on seedheads.",Compost at bed prep; side‑dress nitrogen lightly midseason.,Drain Water,Montana Popping (Amaranth),🥬,"120,170,90"
Opopeo Amaranth,Amaranthaceae,Amaranthus,Opopeo Amaranth,Leaf/grain amaranth cultivar used for greens or seed.,Direct sow after last frost; thin to 6–10 in; harvest baby greens 3–5 weeks.,"Hot,Drought,Dry,Tropical","3,4,5,6,7,8,9,10",84-140,,"[3, 4, 5, 6, 7, 8, 9, 10]","{""3"": [34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45], ""4"": [32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43], ""5"": [31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], ""6"": [29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40], ""7"": [27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38], ""8"": [25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36], ""9"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34], ""10"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}",Start 2–4 weeks early for transplants if season is short; harden off before planting.,"Loam, well‑drained; pH 6.0–7.5; moderate fertility.","Flea beetles, aphids; birds on seedheads.",Compost at bed prep; side‑dress nitrogen lightly midseason.,Drain Water,Opopeo Amaranth,🥬,"120,170,90"
Polish (Amaranth),Amaranthaceae,Amaranthus,Polish,Leaf/grain amaranth cultivar used for greens or seed.,Direct sow after last frost; thin to 6–10 in; harvest baby greens 3–5 weeks.,"Hot,Drought,Dry,Tropical","3,4,5,6,7,8,9,10",84-140,,"[3, 4, 5, 6, 7, 8, 9, 10]","{""3"": [34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45], ""4"": [32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43], ""5"": [31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], ""6"": [29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40], ""7"": [27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38], ""8"": [25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36], ""9"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34], ""10"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}",Start 2–4 weeks early for transplants if season is short; harden off before planting.,"Loam, well‑drained; pH 6.0–7.5; moderate fertility.","Flea beetles, aphids; birds on seedheads.",Compost at bed prep; side‑dress nitrogen lightly midseason.,Drain Water,Polish (Amaranth),🥬,"120,170,90"
Red Beauty (Amaranth),Amaranthaceae,Amaranthus,Red Beauty,Leaf/grain amaranth cultivar used for greens or seed.,Direct sow after last frost; thin to 6–10 in; harvest baby greens 3–5 weeks.,"Hot,Drought,Dry,Tropical","3,4,5,6,7,8,9,10",84-140,,"[3, 4, 5, 6, 7, 8, 9, 10]","{""3"": [34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45], ""4"": [32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43], ""5"": [31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], ""6"": [29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40], ""7"": [27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38], ""8"": [25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36], ""9"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34], ""10"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}",Start 2–4 weeks early for transplants if season is short; harden off before planting.,"Loam, well‑drained; pH 6.0–7.5; moderate fertility.","Flea beetles, aphids; birds on seedheads.",Compost at bed prep; side‑dress nitrogen lightly midseason.,Drain Water,Red Beauty (Amaranth),🥬,"200,30,30"
Red Garnet (Amaranth),Amaranthaceae,Amaranthus,Red Garnet,Leaf/grain amaranth cultivar used for greens or seed.,Direct sow after last frost; thin to 6–10 in; harvest baby greens 3–5 weeks.,"Hot,Drought,Dry,Tropical","3,4,5,6,7,8,9,10",84-140,,"[3, 4, 5, 6, 7, 8, 9, 10]","{""3"": [34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45], ""4"": [32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43], ""5"": [31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], ""6"": [29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40], ""7"": [27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38], ""8"": [25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36], ""9"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34], ""10"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}",Start 2–4 weeks early for transplants if season is short; harden off before planting.,"Loam, well‑drained; pH 6.0–7.5; moderate fertility.","Flea beetles, aphids; birds on seedheads.",Compost at bed prep; side‑dress nitrogen lightly midseason.,Drain Water,Red Garnet (Amaranth),🥬,"200,30,30"
Red Leaf (Amaranth),Amaranthaceae,Amaranthus,Red Leaf,Leaf/grain amaranth cultivar used for greens or seed.,Direct sow after last frost; thin to 6–10 in; harvest baby greens 3–5 weeks.,"Hot,Drought,Dry,Tropical","3,4,5,6,7,8,9,10",84-140,,"[3, 4, 5, 6, 7, 8, 9, 10]","{""3"": [34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45], ""4"": [32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43], ""5"": [31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], ""6"": [29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40], ""7"": [27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38], ""8"": [25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36], ""9"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34], ""10"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}",Start 2–4 weeks early for transplants if season is short; harden off before planting.,"Loam, well‑drained; pH 6.0–7.5; moderate fertility.","Flea beetles, aphids; birds on seedheads.",Compost at bed prep; side‑dress nitrogen lightly midseason.,Drain Water,Red Leaf (Amaranth),🥬,"200,30,30"
Red Leaf Amaranth,Amaranthaceae,Amaranthus,Red Leaf Amaranth,Leaf/grain amaranth cultivar used for greens or seed.,Direct sow after last frost; thin to 6–10 in; harvest baby greens 3–5 weeks.,"Hot,Drought,Dry,Tropical","3,4,5,6,7,8,9,10",84-140,,"[3, 4, 5, 6, 7, 8, 9, 10]","{""3"": [34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45], ""4"": [32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43], ""5"": [31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], ""6"": [29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40], ""7"": [27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38], ""8"": [25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36], ""9"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34], ""10"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}",Start 2–4 weeks early for transplants if season is short; harden off before planting.,"Loam, well‑drained; pH 6.0–7.5; moderate fertility.","Flea beetles, aphids; birds on seedheads.",Compost at bed prep; side‑dress nitrogen lightly midseason.,Drain Water,Red Leaf Amaranth,🥬,"200,30,30"
Red Spike (Amaranth),Amaranthaceae,Amaranthus,Red Spike,Leaf/grain amaranth cultivar used for greens or seed.,Direct sow after last frost; thin to 6–10 in; harvest baby greens 3–5 weeks.,"Hot,Drought,Dry,Tropical","3,4,5,6,7,8,9,10",84-140,,"[3, 4, 5, 6, 7, 8, 9, 10]","{""3"": [34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45], ""4"": [32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43], ""5"": [31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], ""6"": [29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40], ""7"": [27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38], ""8"": [25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36], ""9"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34], ""10"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}",Start 2–4 weeks early for transplants if season is short; harden off before planting.,"Loam, well‑drained; pH 6.0–7.5; moderate fertility.","Flea beetles, aphids; birds on seedheads.",Compost at bed prep; side‑dress nitrogen lightly midseason.,Drain Water,Red Spike (Amaranth),🥬,"200,30,30"
Rodale Red Leaf Grain (Amaranth),Amaranthaceae,Amaranthus,Rodale Red Leaf Grain,Leaf/grain amaranth cultivar used for greens or seed.,Direct sow after last frost; thin to 6–10 in; harvest baby greens 3–5 weeks.,"Hot,Drought,Dry,Tropical","3,4,5,6,7,8,9,10",84-140,,"[3, 4, 5, 6, 7, 8, 9, 10]","{""3"": [34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45], ""4"": [32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43], ""5"": [31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], ""6"": [29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40], ""7"": [27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38], ""8"": [25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36], ""9"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34], ""10"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}",Start 2–4 weeks early for transplants if season is short; harden off before planting.,"Loam, well‑drained; pH 6.0–7.5; moderate fertility.","Flea beetles, aphids; birds on seedheads.",Compost at bed prep; side‑dress nitrogen lightly midseason.,Drain Water,Rodale Red Leaf Grain (Amaranth),🥬,"200,30,30"
Virdis Amaranth,Amaranthaceae,Amaranthus,Virdis Amaranth,Leaf/grain amaranth cultivar used for greens or seed.,Direct sow after last frost; thin to 6–10 in; harvest baby greens 3–5 weeks.,"Hot,Drought,Dry,Tropical","3,4,5,6,7,8,9,10",84-140,,"[3, 4, 5, 6, 7, 8, 9, 10]","{""3"": [34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45], ""4"": [32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43], ""5"": [31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], ""6"": [29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40], ""7"": [27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38], ""8"": [25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36], ""9"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34], ""10"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}",Start 2–4 weeks early for transplants if season is short; harden off before planting.,"Loam, well‑drained; pH 6.0–7.5; moderate fertility.","Flea beetles, aphids; birds on seedheads.",Compost at bed prep; side‑dress nitrogen lightly midseason.,Drain Water,Virdis Amaranth,🥬,"120,170,90"
White Leaf (Amaranth),Amaranthaceae,Amaranthus,White Leaf,Leaf/grain amaranth cultivar used for greens or seed.,Direct sow after last frost; thin to 6–10 in; harvest baby greens 3–5 weeks.,"Hot,Drought,Dry,Tropical","3,4,5,6,7,8,9,10",84-140,,"[3, 4, 5, 6, 7, 8, 9, 10]","{""3"": [34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45], ""4"": [32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43], ""5"": [31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], ""6"": [29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40], ""7"": [27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38], ""8"": [25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36], ""9"": [23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34], ""10"": [21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]}","{""3"": [22, 23, 24, 25], ""4"": [20, 21, 22, 23], ""5"": [19, 20, 21, 22], ""6"": [17, 18, 19, 20], ""7"": [15, 16, 17, 18], ""8"": [13, 14, 15, 16], ""9"": [11, 12, 13, 14], ""10"": [9, 10, 11, 12]}",Start 2–4 weeks early for transplants if season is short; harden off before planting.,"Loam, well‑drained; pH 6.0–7.5; moderate fertility.","Flea beetles, aphids; birds on seedheads.",Compost at bed prep; side‑dress nitrogen lightly midseason.,Drain Water,White Leaf (Amaranth),🥬,"240,240,230"
DePaoli (Asparagus),Asparagaceae,Asparagus,DePaoli,Asparagus crop.,Follow standard regional recommendations.,"Cool,Wet","3,4,5,6,7,8",56-84,,"[3, 4, 5, 6, 7, 8]","{""3"": [27, 28, 29, 30, 31, 32, 33, 34], ""4"": [25, 26, 27, 28, 29, 30, 31, 32], ""5"": [24, 25, 26, 27, 28, 29, 30, 31], ""6"": [22, 23, 24, 25, 26, 27, 28, 29], ""7"": [20, 21, 22, 23, 24, 25, 26, 27], ""8"": [18, 19, 20, 21, 22, 23, 24, 25]}","{""3"": [19, 20, 21, 22], ""4"": [17, 18, 19, 20], ""5"": [16, 17, 18, 19], ""6"": [14, 15, 16, 17], ""7"": [12, 13, 14, 15], ""8"": [10, 11, 12, 13]}",Start indoors if season is short.,"Fertile, well‑drained loam; pH ~6.0–7.0.","Aphids, beetles; diseases vary by region.",Incorporate compost; side‑dress as needed.,Retain water,DePaoli (Asparagus),🌿,"120,170,90"
Early California (Asparagus),Asparagaceae,Asparagus,Early California,Asparagus crop.,Follow standard regional recommendations.,"Cool,Wet","3,4,5,6,7,8",56-84,,"[3, 4, 5, 6, 7, 8]","{""3"": [27, 28, 29, 30, 31, 32, 33, 34], ""4"": [25, 26, 27, 28, 29, 30, 31, 32], ""5"": [24, 25, 26, 27, 28, 29, 30, 31], ""6"": [22, 23, 24, 25, 26, 27, 28, 29], ""7"": [20, 21, 22, 23, 24, 25, 26, 27], ""8"": [18, 19, 20, 21, 22, 23, 24, 25]}","{""3"": [19, 20, 21, 22], ""4"": [17, 18, 19, 20], ""5"": [16, 17, 18, 19], ""6"": [14, 15, 16, 17], ""7"": [12, 13, 14, 15], ""8"": [10, 11, 12, 13]}",Start indoors if season is short.,"Fertile, well‑drained loam; pH ~6.0–7.0.","Aphids, beetles; diseases vary by region.",Incorporate compost; side‑dress as needed.,Retain water,Early California (Asparagus),🌿,"120,170,90"
Guelph Eclipse (Asparagus),Asparagaceae,Asparagus,Guelph Eclipse,Asparagus crop.,Follow standard regional recommendations.,"Cool,Wet","3,4,5,6,7,8",56-84,,"[3, 4, 5, 6, 7, 8]","{""3"": [27, 28, 29, 30, 31, 32, 33, 34], ""4"": [25, 26, 27, 28, 29, 30, 31, 32], ""5"": [24, 25, 26, 27, 28, 29, 30, 31], ""6"": [22, 23, 24, 25, 26, 27, 28, 29], ""7"": [20, 21, 22, 23, 24, 25, 26, 27], ""8"": [18, 19, 20, 21, 22, 23, 24, 25]}","{""3"": [19, 20, 21, 22], ""4"": [17, 18, 19, 20], ""5"": [16, 17, 18, 19], ""6"": [14, 15, 16, 17], ""7"": [12, 13, 14, 15], ""8"": [10, 11, 12, 13]}",Start indoors if season is short.,"Fertile, well‑drained loam; pH ~6.0–7.0.","Aphids, beetles; diseases vary by region.",Incorporate compost; side‑dress as needed.,Retain water,Guelph Eclipse (Asparagus),🌿,"120,170,90"
Guelph Equinox (Asparagus),Asparagaceae,Asparagus,Guelph Equinox,Asparagus crop.,Follow standard regional recommendations.,"Cool,Wet","3,4,5,6,7,8",56-84,,"[3, 4, 5, 6, 7, 8]","{""3"": [27, 28, 29, 30, 31, 32, 33, 34], ""4"": [25, 26, 27, 28, 29, 30, 31, 32], ""5"": [24, 25, 26, 27, 28, 29, 30, 31], ""6"": [22, 23, 24, 25, 26, 27, 28, 29], ""7"": [20, 21, 22, 23, 24, 25, 26, 27], ""8"": [18, 19, 20, 21, 22, 23, 24, 25]}","{""3"": [19, 20, 21, 22], ""4"": [17, 18, 19, 20], ""5"": [16, 17, 18, 19], ""6"": [14, 15, 16, 17], ""7"": [12, 13, 14, 15], ""8"": [10, 11, 12, 13]}",Start indoors if season is short.,"Fertile, well‑drained loam; pH ~6.0–7.0.","Aphids, beetles; diseases vary by region.",Incorporate compost; side‑dress as needed.,Retain water,Guelph Equinox (Asparagus),🌿,"120,170,90"
