vendorName,taxCategory,referenceNumber,reconciled,notes,ledgerDescription,id,entryType,debitAmount,date,creditAmount,checkNumber,balance,amount,accountName,accountCode,iosSymbol,emoji
Johnny's Seeds,No Tax,REF-8056,True,Someone painted the barn plaid again.,Tractor repair service,80042,Equity Contribution,827.91,2025-04-25 06:45:00,0.0,CHK-9053,3596.19,827.91,Prepaid Expenses,1300,person.crop.circle,🪣
Compost Collective,No Tax,REF-1362,False,Someone painted the barn plaid again.,Payment for organic compost delivery,58502,Expense,0.0,2025-04-25 15:46:00,320.66,,2718.42,320.66,Professional Services,5800,gear,🧺
USDA,No Tax,REF-7496,True,"This ain’t the garden of Eden, man.",Utility payment: irrigation pump,99495,Tax,0.0,2025-04-25 15:17:00,1159.38,,4045.04,1159.38,Accounts Receivable,1100,doc.plaintext,🚜
Muffin Utility Inc.,Use Tax,REF-3945,False,Mic’d the compost for microbial jazz.,Equity contribution by Frank,30797,Sale,827.57,2025-04-28 10:01:00,0.0,,1812.35,827.57,Utilities,5600,gear,📦
Farm Co-op,Use Tax,REF-7288,False,Billy the Mountain requested cash.,Sale at Saturday farmer's market,63895,Sale,0.0,2025-04-28 15:56:00,477.89,,2715.46,477.89,Professional Services,5800,plusminus,🍅
USDA,Use Tax,REF-3953,False,Someone painted the barn plaid again.,Sale at Saturday farmer's market,77866,Payment,0.0,2025-04-28 08:17:00,258.81,CHK-1256,3053.0,258.81,Cash,1000,tray,🐄
Zappa Solar,Sales Tax,REF-4811,True,Mic’d the compost for microbial jazz.,Weekly payroll distribution,84198,Tax,51.4,2025-04-28 17:06:00,0.0,CHK-2190,1956.87,51.4,Wages Payable,2100,leaf,🐝
Muffin Utility Inc.,No Tax,REF-6564,False,Billy the Mountain requested cash.,Equity contribution by Frank,17529,Invoice,693.71,2025-04-28 15:51:00,0.0,CHK-1138,3562.7,693.71,Accounts Receivable,1100,gear,💼
Zappa Solar,No Tax,REF-2951,True,Paid in kale chips and weird looks.,Purchase of heirloom tomato seeds,32852,Tax,45.29,2025-04-28 09:02:00,0.0,,4706.83,45.29,Fertilizer & Compost,5200,externaldrive,🛠
Compost Collective,Use Tax,REF-4892,True,Paid in kale chips and weird looks.,Payment for organic compost delivery,93239,Equity Contribution,0.0,2025-04-28 10:17:00,1186.97,,2609.6,1186.97,Accounts Receivable,1100,externaldrive,🔧
Compost Collective,Sales Tax,REF-8513,False,Mic’d the compost for microbial jazz.,Tractor repair service,23628,Payroll,0.0,2025-04-28 06:59:00,108.91,CHK-2178,4026.04,108.91,Taxes Payable,2200,cart,🔧
Compost Collective,Sales Tax,REF-3962,True,"This ain’t the garden of Eden, man.",Weekly payroll distribution,63071,Equity Contribution,557.23,2025-04-28 14:28:00,0.0,,4554.89,557.23,Professional Services,5800,leaf,🧾
Tractor Depot,Use Tax,REF-7918,False,"This ain’t the garden of Eden, man.",Weekly payroll distribution,11118,Equity Contribution,0.0,2025-04-28 09:12:00,869.07,,3662.98,869.07,Insurance,5900,calendar,🥕
Zappa Solar,Sales Tax,REF-8966,False,Someone painted the barn plaid again.,Payment for organic compost delivery,25077,Tax,0.0,2025-04-28 15:05:00,641.15,CHK-3242,2584.51,641.15,Repairs & Maintenance,5400,folder,🏡
USDA,No Tax,REF-8400,False,Someone painted the barn plaid again.,Purchase of heirloom tomato seeds,64916,Payment,1002.61,2025-04-28 12:23:00,0.0,,3367.45,1002.61,Owner's Equity,3000,folder,🛠
Farm Co-op,Sales Tax,REF-4433,False,Paid in kale chips and weird looks.,Weekly payroll distribution,90391,Sale,319.48,2025-04-28 08:13:00,0.0,,1463.49,319.48,Sales - Value-Added Goods,4100,gear,💸
Compost Collective,No Tax,REF-4185,False,Paid in kale chips and weird looks.,Utility payment: irrigation pump,15774,Tax,1138.64,2025-04-28 12:52:00,0.0,,3290.17,1138.64,Depreciation,6000,briefcase,🐄
Johnny's Seeds,Use Tax,REF-1902,False,Beware of the Central Scrutinizer.,Sale at Saturday farmer's market,51242,Sale,154.66,2025-04-28 06:04:00,0.0,,1644.15,154.66,Repairs & Maintenance,5400,bag,🌽
Farm Co-op,No Tax,REF-1716,False,"This ain’t the garden of Eden, man.",Payment for organic compost delivery,31169,Tax,929.62,2025-04-28 07:53:00,0.0,,4311.25,929.62,Seeds & Amendments,5100,book,🐝
Johnny's Seeds,Use Tax,REF-7201,True,Someone painted the barn plaid again.,Payment for organic compost delivery,28471,Equity Contribution,0.0,2025-04-29 09:49:00,645.8,,4229.27,645.8,Fuel,5300,gear,🪣
Compost Collective,No Tax,REF-5566,True,Eggplant royalty dispute resolved.,Purchase of heirloom tomato seeds,45023,Sale,111.6,2025-04-29 11:47:00,0.0,CHK-6410,4343.86,111.6,Utilities,5600,tractor,🧾
Tractor Depot,No Tax,REF-5328,True,Mic’d the compost for microbial jazz.,Utility payment: irrigation pump,37347,Tax,0.0,2025-04-29 08:57:00,140.13,CHK-5854,4172.33,140.13,Fertilizer & Compost,5200,cart,📦
USDA,No Tax,REF-4718,True,Someone painted the barn plaid again.,Purchase of heirloom tomato seeds,12543,Payroll,401.68,2025-04-29 10:01:00,0.0,CHK-7834,1921.26,401.68,Marketing & Promotion,5700,creditcard,📊
Zappa Solar,Use Tax,REF-1420,False,Billy the Mountain requested cash.,Payment for organic compost delivery,49458,Payroll,101.36,2025-04-29 09:46:00,0.0,,3774.21,101.36,Seeds & Amendments,5100,cart,📅
Tractor Depot,No Tax,REF-9665,False,Someone painted the barn plaid again.,Purchase of heirloom tomato seeds,15376,Payment,0.0,2025-04-29 13:12:00,261.29,CHK-4150,3291.92,261.29,Professional Services,5800,leaf,🪣
Zappa Solar,Use Tax,REF-5221,True,"This ain’t the garden of Eden, man.",Purchase of heirloom tomato seeds,98076,Invoice,253.74,2025-04-29 11:31:00,0.0,CHK-3143,2333.94,253.74,Depreciation,6000,cart,💼
Zappa Solar,Sales Tax,REF-9367,True,Beware of the Central Scrutinizer.,Payment for organic compost delivery,39386,Tax,246.33,2025-04-29 14:09:00,0.0,CHK-6930,2329.59,246.33,Wages Payable,2100,dollarsign.circle,🪣
Johnny's Seeds,No Tax,REF-4695,False,Eggplant royalty dispute resolved.,Payment for organic compost delivery,81030,Payroll,0.0,2025-04-29 07:07:00,1092.1,CHK-5228,1360.87,1092.1,Sales - Produce,4000,plusminus,🧺
Farm Co-op,No Tax,REF-6560,False,Eggplant royalty dispute resolved.,Purchase of heirloom tomato seeds,24412,Expense,624.77,2025-04-29 14:27:00,0.0,,2573.15,624.77,Sales - Value-Added Goods,4100,wrench,🏡
Muffin Utility Inc.,Sales Tax,REF-1733,False,Mic’d the compost for microbial jazz.,Weekly payroll distribution,18522,Invoice,0.0,2025-04-29 09:58:00,175.1,,4323.04,175.1,Accounts Receivable,1100,globe,🐔
Muffin Utility Inc.,No Tax,REF-5185,True,Someone painted the barn plaid again.,Equity contribution by Frank,22547,Equity Contribution,199.03,2025-04-29 12:48:00,0.0,CHK-1842,4497.73,199.03,Insurance,5900,cart,💼
Muffin Utility Inc.,Use Tax,REF-6359,True,Paid in kale chips and weird looks.,Weekly payroll distribution,64725,Payroll,0.0,2025-04-29 16:02:00,183.26,,1082.95,183.26,Fuel,5300,chart.bar,🔧
Muffin Utility Inc.,Use Tax,REF-6690,True,"This ain’t the garden of Eden, man.",Weekly payroll distribution,99485,Payroll,0.0,2025-04-29 18:48:00,940.87,CHK-9429,2777.77,940.87,Sales - Produce,4000,calendar,🧺
USDA,No Tax,REF-7296,True,Eggplant royalty dispute resolved.,Utility payment: irrigation pump,25454,Tax,0.0,2025-04-29 15:00:00,40.21,CHK-2958,2278.21,40.21,Cost of Goods Sold,5000,doc.plaintext,🛠
Tractor Depot,Use Tax,REF-6755,True,Eggplant royalty dispute resolved.,Weekly payroll distribution,30204,Expense,0.0,2025-04-29 17:13:00,955.08,,2598.17,955.08,Accounts Payable,2000,book,🏡
USDA,Use Tax,REF-6493,True,"This ain’t the garden of Eden, man.",Utility payment: irrigation pump,78807,Payroll,239.34,2025-04-29 07:20:00,0.0,CHK-6601,4830.0,239.34,Inventory,1200,hammer,🌽
Muffin Utility Inc.,No Tax,REF-2001,True,Someone painted the barn plaid again.,Equity contribution by Frank,73811,Equity Contribution,679.18,2025-04-29 11:39:00,0.0,,2873.55,679.18,Cash,1000,hammer,📅
Johnny's Seeds,Sales Tax,REF-9705,True,Billy the Mountain requested cash.,Sale at Saturday farmer's market,51655,Equity Contribution,375.29,2025-04-29 06:35:00,0.0,,3421.45,375.29,Owner's Equity,3000,briefcase,🌽
Compost Collective,Use Tax,REF-2143,True,Billy the Mountain requested cash.,Equity contribution by Frank,33257,Sale,0.0,2025-04-29 07:39:00,274.45,CHK-5935,3309.61,274.45,Taxes Payable,2200,bag,💸
Tractor Depot,Use Tax,REF-8795,True,Billy the Mountain requested cash.,Sale at Saturday farmer's market,71864,Expense,934.85,2025-04-30 07:57:00,0.0,,4712.6,934.85,Taxes Payable,2200,book,🐔
Johnny's Seeds,Use Tax,REF-7359,False,Someone painted the barn plaid again.,Tractor repair service,12493,Sale,0.0,2025-04-30 12:31:00,1006.73,CHK-3857,2608.27,1006.73,Prepaid Expenses,1300,creditcard,🐄
Tractor Depot,Use Tax,REF-8037,False,Paid in kale chips and weird looks.,Sale at Saturday farmer's market,53647,Payroll,47.86,2025-04-30 17:02:00,0.0,,1773.18,47.86,Seeds & Amendments,5100,briefcase,🌽
Compost Collective,Sales Tax,REF-5053,True,Paid in kale chips and weird looks.,Weekly payroll distribution,87105,Tax,118.14,2025-04-30 17:24:00,0.0,CHK-6865,3103.93,118.14,Prepaid Expenses,1300,person.crop.circle,🥕
USDA,Use Tax,REF-2299,False,"This ain’t the garden of Eden, man.",Sale at Saturday farmer's market,34339,Tax,725.54,2025-04-30 09:35:00,0.0,CHK-1472,2046.0,725.54,Repairs & Maintenance,5400,cart,🧑‍🌾
Farm Co-op,No Tax,REF-1754,False,Mic’d the compost for microbial jazz.,Purchase of heirloom tomato seeds,71813,Invoice,680.84,2025-04-30 14:57:00,0.0,CHK-6215,3409.15,680.84,Sales - Value-Added Goods,4100,hammer,📅
Zappa Solar,No Tax,REF-3551,False,Paid in kale chips and weird looks.,Utility payment: irrigation pump,18648,Tax,808.12,2025-04-30 06:14:00,0.0,,3064.94,808.12,Sales - Produce,4000,leaf,🍅
Compost Collective,No Tax,REF-7326,True,Someone painted the barn plaid again.,Purchase of heirloom tomato seeds,22455,Tax,587.86,2025-04-30 16:32:00,0.0,,4787.31,587.86,Sales - Value-Added Goods,4100,hammer,💼
Zappa Solar,No Tax,REF-4762,True,Billy the Mountain requested cash.,Purchase of heirloom tomato seeds,62032,Payment,0.0,2025-04-30 08:40:00,874.68,,1547.02,874.68,Cash,1000,tray,📅
Zappa Solar,No Tax,REF-9900,True,Eggplant royalty dispute resolved.,Weekly payroll distribution,74109,Expense,0.0,2025-04-30 15:57:00,1147.28,CHK-3504,3965.15,1147.28,Fuel,5300,creditcard,🧑‍🌾
Muffin Utility Inc.,No Tax,REF-1707,False,Billy the Mountain requested cash.,Equity contribution by Frank,20076,Payment,0.0,2025-04-30 09:51:00,108.15,CHK-8709,4574.61,108.15,Cost of Goods Sold,5000,dollarsign.circle,🧺
Johnny's Seeds,No Tax,REF-6699,False,Beware of the Central Scrutinizer.,Equity contribution by Frank,64789,Sale,0.0,2025-04-30 10:13:00,723.52,CHK-7199,2335.15,723.52,Cost of Goods Sold,5000,person.crop.circle,🐄
Muffin Utility Inc.,Use Tax,REF-2909,True,Billy the Mountain requested cash.,Tractor repair service,36871,Equity Contribution,0.0,2025-04-30 13:46:00,854.96,,4302.04,854.96,Cost of Goods Sold,5000,book,🏡
Zappa Solar,No Tax,REF-7498,False,Mic’d the compost for microbial jazz.,Weekly payroll distribution,26161,Expense,0.0,2025-04-30 17:24:00,1048.2,,4861.09,1048.2,Cash,1000,gear,🐝
Compost Collective,Use Tax,REF-2468,True,Beware of the Central Scrutinizer.,Utility payment: irrigation pump,23620,Equity Contribution,0.0,2025-04-30 18:03:00,838.81,,4863.16,838.81,Prepaid Expenses,1300,hammer,🐄
Zappa Solar,Sales Tax,REF-3751,True,Mic’d the compost for microbial jazz.,Utility payment: irrigation pump,65421,Equity Contribution,0.0,2025-04-30 14:24:00,578.06,,2563.99,578.06,Cost of Goods Sold,5000,cart,🍅
Muffin Utility Inc.,No Tax,REF-9257,True,Billy the Mountain requested cash.,Payment for organic compost delivery,71519,Payroll,943.19,2025-05-01 14:17:00,0.0,,1627.31,943.19,Marketing & Promotion,5700,cart,🍅
Johnny's Seeds,No Tax,REF-9415,False,Someone painted the barn plaid again.,Purchase of heirloom tomato seeds,83455,Sale,1070.01,2025-05-01 06:18:00,0.0,,2420.45,1070.01,Sales - Value-Added Goods,4100,creditcard,🧺
Farm Co-op,Use Tax,REF-5095,False,Eggplant royalty dispute resolved.,Payment for organic compost delivery,28574,Equity Contribution,1138.38,2025-05-01 09:18:00,0.0,,2266.28,1138.38,Taxes Payable,2200,bag,🍅
Tractor Depot,Sales Tax,REF-8400,True,Paid in kale chips and weird looks.,Weekly payroll distribution,97192,Tax,0.0,2025-05-01 06:13:00,1082.3,CHK-6265,3596.46,1082.3,Wages Payable,2100,cart,🐝
Johnny's Seeds,No Tax,REF-9894,True,Eggplant royalty dispute resolved.,Sale at Saturday farmer's market,58022,Sale,0.0,2025-05-01 12:13:00,715.0,,1556.65,715.0,Taxes Payable,2200,briefcase,🐄
Farm Co-op,Use Tax,REF-5912,False,Beware of the Central Scrutinizer.,Purchase of heirloom tomato seeds,45621,Payroll,110.59,2025-05-01 18:40:00,0.0,,2125.72,110.59,Owner's Equity,3000,cart,📅
Compost Collective,Sales Tax,REF-2795,False,Eggplant royalty dispute resolved.,Weekly payroll distribution,89628,Expense,0.0,2025-05-01 10:28:00,989.25,,1799.38,989.25,Payroll Expenses,5500,hammer,🚜
Compost Collective,Sales Tax,REF-5518,False,Eggplant royalty dispute resolved.,Utility payment: irrigation pump,12141,Expense,1170.55,2025-05-01 09:06:00,0.0,CHK-4225,2469.71,1170.55,Prepaid Expenses,1300,person.crop.circle,🐔
Zappa Solar,No Tax,REF-9133,False,Eggplant royalty dispute resolved.,Equity contribution by Frank,69327,Expense,1179.17,2025-05-01 10:55:00,0.0,CHK-2362,1022.48,1179.17,Utilities,5600,creditcard,🛠
Farm Co-op,Sales Tax,REF-9424,False,Paid in kale chips and weird looks.,Sale at Saturday farmer's market,68093,Payroll,375.05,2025-05-01 14:56:00,0.0,CHK-4150,1692.46,375.05,Owner's Equity,3000,plusminus,🐝
USDA,Use Tax,REF-6547,False,Billy the Mountain requested cash.,Sale at Saturday farmer's market,56520,Sale,0.0,2025-05-01 12:06:00,760.6,CHK-7180,3143.83,760.6,Insurance,5900,doc.plaintext,🌽
Muffin Utility Inc.,Use Tax,REF-6562,False,Beware of the Central Scrutinizer.,Weekly payroll distribution,42393,Invoice,632.53,2025-05-01 18:59:00,0.0,CHK-6215,4120.98,632.53,Payroll Expenses,5500,globe,🧑‍🌾
Zappa Solar,Sales Tax,REF-9968,True,Eggplant royalty dispute resolved.,Payment for organic compost delivery,82478,Equity Contribution,0.0,2025-05-01 15:32:00,120.37,,4209.1,120.37,Repairs & Maintenance,5400,dollarsign.circle,🍅
Tractor Depot,Use Tax,REF-2535,False,Someone painted the barn plaid again.,Payment for organic compost delivery,25513,Sale,72.54,2025-05-01 15:05:00,0.0,,4966.66,72.54,Wages Payable,2100,externaldrive,🍅
Zappa Solar,Use Tax,REF-4562,True,Beware of the Central Scrutinizer.,Purchase of heirloom tomato seeds,74957,Payroll,0.0,2025-05-01 16:57:00,592.08,CHK-2393,4809.66,592.08,Sales - Value-Added Goods,4100,plusminus,🐄
Zappa Solar,Sales Tax,REF-7573,False,Beware of the Central Scrutinizer.,Sale at Saturday farmer's market,33139,Payment,0.0,2025-05-01 18:39:00,1142.73,CHK-8055,1313.96,1142.73,Depreciation,6000,tractor,🪣
Johnny's Seeds,Sales Tax,REF-2590,False,Billy the Mountain requested cash.,Weekly payroll distribution,54748,Payment,0.0,2025-05-01 17:37:00,31.98,,4080.14,31.98,Depreciation,6000,externaldrive,💼
USDA,No Tax,REF-6290,True,Beware of the Central Scrutinizer.,Weekly payroll distribution,60125,Payment,0.0,2025-05-02 09:04:00,461.89,,4113.11,461.89,Professional Services,5800,folder,🛠
Tractor Depot,No Tax,REF-8792,True,Beware of the Central Scrutinizer.,Weekly payroll distribution,58150,Payment,1108.17,2025-05-02 11:57:00,0.0,CHK-3658,3498.09,1108.17,Cash,1000,wrench,🌱
Zappa Solar,No Tax,REF-6837,False,Mic’d the compost for microbial jazz.,Tractor repair service,66771,Invoice,0.0,2025-05-02 11:17:00,618.18,,3631.48,618.18,Sales - Value-Added Goods,4100,person.crop.circle,🌱
USDA,No Tax,REF-5342,False,Paid in kale chips and weird looks.,Utility payment: irrigation pump,80453,Equity Contribution,0.0,2025-05-02 08:42:00,724.09,,4887.36,724.09,Depreciation,6000,calendar,💼
Muffin Utility Inc.,Use Tax,REF-2049,False,Eggplant royalty dispute resolved.,Utility payment: irrigation pump,64843,Payment,0.0,2025-05-02 16:59:00,450.54,CHK-5084,3502.27,450.54,Fertilizer & Compost,5200,externaldrive,🚜
Farm Co-op,No Tax,REF-2322,True,Beware of the Central Scrutinizer.,Weekly payroll distribution,43484,Equity Contribution,1009.3,2025-05-02 08:40:00,0.0,CHK-6757,3163.36,1009.3,Repairs & Maintenance,5400,globe,🌽
Muffin Utility Inc.,No Tax,REF-4559,False,Someone painted the barn plaid again.,Purchase of heirloom tomato seeds,41266,Payment,0.0,2025-05-02 12:57:00,967.54,,1117.66,967.54,Seeds & Amendments,5100,bag,💸
Compost Collective,Use Tax,REF-6741,False,"This ain’t the garden of Eden, man.",Equity contribution by Frank,75314,Payroll,0.0,2025-05-02 06:20:00,1124.28,CHK-2503,4914.76,1124.28,Accounts Receivable,1100,person.crop.circle,📊
Tractor Depot,Sales Tax,REF-2845,False,Someone painted the barn plaid again.,Sale at Saturday farmer's market,97133,Sale,0.0,2025-05-02 17:23:00,120.19,,1927.64,120.19,Utilities,5600,globe,🚜
Zappa Solar,No Tax,REF-5385,True,Someone painted the barn plaid again.,Tractor repair service,80284,Sale,0.0,2025-05-02 16:06:00,1045.64,,1179.58,1045.64,Seeds & Amendments,5100,hammer,🧑‍🌾
Zappa Solar,Sales Tax,REF-7533,False,Eggplant royalty dispute resolved.,Tractor repair service,35086,Sale,1173.14,2025-05-02 16:30:00,0.0,,1064.44,1173.14,Fuel,5300,briefcase,🏡
Compost Collective,Sales Tax,REF-3003,False,Beware of the Central Scrutinizer.,Equity contribution by Frank,92471,Tax,303.76,2025-05-02 10:06:00,0.0,CHK-9212,2136.57,303.76,Fertilizer & Compost,5200,wrench,💸
Zappa Solar,No Tax,REF-7884,True,"This ain’t the garden of Eden, man.",Weekly payroll distribution,68104,Equity Contribution,0.0,2025-05-02 15:04:00,270.04,CHK-7175,2699.27,270.04,Accounts Receivable,1100,folder,🔧
Farm Co-op,Use Tax,REF-4739,True,Eggplant royalty dispute resolved.,Utility payment: irrigation pump,34284,Sale,234.27,2025-05-02 10:01:00,0.0,,4800.7,234.27,Wages Payable,2100,externaldrive,🐔
Farm Co-op,No Tax,REF-6186,False,Beware of the Central Scrutinizer.,Tractor repair service,75469,Payroll,0.0,2025-05-02 06:29:00,257.65,CHK-7574,2893.16,257.65,Sales - Produce,4000,chart.bar,🐔
USDA,No Tax,REF-1927,True,Mic’d the compost for microbial jazz.,Utility payment: irrigation pump,26829,Payment,93.01,2025-05-02 16:15:00,0.0,CHK-6530,3081.99,93.01,Seeds & Amendments,5100,tractor,📦
Zappa Solar,Use Tax,REF-2595,False,Mic’d the compost for microbial jazz.,Tractor repair service,96599,Payment,32.2,2025-05-02 11:47:00,0.0,,3037.55,32.2,Accounts Receivable,1100,externaldrive,🧺
Zappa Solar,No Tax,REF-9708,True,Beware of the Central Scrutinizer.,Utility payment: irrigation pump,36974,Payment,0.0,2025-05-02 13:48:00,124.43,,3633.22,124.43,Accounts Receivable,1100,creditcard,💸
Farm Co-op,Use Tax,REF-4732,False,Mic’d the compost for microbial jazz.,Utility payment: irrigation pump,57546,Invoice,0.0,2025-05-02 16:08:00,159.92,,1474.91,159.92,Taxes Payable,2200,gear,💼
Zappa Solar,Use Tax,REF-2859,True,Someone painted the barn plaid again.,Utility payment: irrigation pump,21827,Payment,0.0,2025-05-05 10:08:00,400.79,CHK-6357,1676.86,400.79,Repairs & Maintenance,5400,doc.plaintext,🏡
Farm Co-op,Use Tax,REF-8637,True,Mic’d the compost for microbial jazz.,Purchase of heirloom tomato seeds,57753,Tax,548.58,2025-05-05 18:33:00,0.0,CHK-7798,3278.69,548.58,Sales - Value-Added Goods,4100,chart.bar,📅
Farm Co-op,Sales Tax,REF-3487,True,"This ain’t the garden of Eden, man.",Utility payment: irrigation pump,39566,Payroll,1148.18,2025-05-05 17:53:00,0.0,,1621.88,1148.18,Utilities,5600,calendar,🚜
Tractor Depot,No Tax,REF-3721,False,Paid in kale chips and weird looks.,Payment for organic compost delivery,63886,Equity Contribution,0.0,2025-05-05 07:50:00,917.94,CHK-5051,3994.25,917.94,Wages Payable,2100,briefcase,🌽
Compost Collective,Sales Tax,REF-5787,False,Eggplant royalty dispute resolved.,Sale at Saturday farmer's market,23729,Expense,0.0,2025-05-05 07:09:00,798.39,,3018.53,798.39,Taxes Payable,2200,chart.bar,🧑‍🌾
Johnny's Seeds,No Tax,REF-9174,True,Paid in kale chips and weird looks.,Tractor repair service,58188,Expense,910.29,2025-05-05 11:52:00,0.0,CHK-8576,3699.75,910.29,Depreciation,6000,doc.plaintext,🌽
Johnny's Seeds,Use Tax,REF-6808,True,"This ain’t the garden of Eden, man.",Sale at Saturday farmer's market,80333,Sale,361.37,2025-05-05 08:52:00,0.0,CHK-6435,2678.38,361.37,Cost of Goods Sold,5000,bag,📅
Muffin Utility Inc.,Sales Tax,REF-8163,True,Beware of the Central Scrutinizer.,Purchase of heirloom tomato seeds,36944,Equity Contribution,0.0,2025-05-05 08:48:00,774.82,CHK-8875,4755.27,774.82,Sales - Value-Added Goods,4100,folder,📦
Muffin Utility Inc.,Use Tax,REF-7424,True,Mic’d the compost for microbial jazz.,Equity contribution by Frank,76939,Tax,1016.61,2025-05-05 14:53:00,0.0,CHK-4056,2139.58,1016.61,Marketing & Promotion,5700,person.crop.circle,🛠
Farm Co-op,Sales Tax,REF-8770,True,"This ain’t the garden of Eden, man.",Utility payment: irrigation pump,62242,Payment,315.2,2025-05-05 06:55:00,0.0,,3884.81,315.2,Utilities,5600,globe,🍅
Tractor Depot,Sales Tax,REF-3080,False,Eggplant royalty dispute resolved.,Purchase of heirloom tomato seeds,56663,Equity Contribution,235.0,2025-05-05 14:31:00,0.0,,1452.84,235.0,Utilities,5600,folder,🧺
Zappa Solar,Sales Tax,REF-5905,False,"This ain’t the garden of Eden, man.",Utility payment: irrigation pump,48757,Payment,1126.67,2025-05-06 08:34:00,0.0,CHK-1252,4556.57,1126.67,Professional Services,5800,tractor,🐄
Zappa Solar,Sales Tax,REF-9544,True,Beware of the Central Scrutinizer.,Payment for organic compost delivery,64388,Payroll,0.0,2025-05-06 14:21:00,755.66,,2335.97,755.66,Seeds & Amendments,5100,plusminus,🚜
Tractor Depot,Use Tax,REF-5527,False,"This ain’t the garden of Eden, man.",Utility payment: irrigation pump,20051,Invoice,0.0,2025-05-06 15:03:00,896.2,,3886.17,896.2,Owner's Equity,3000,briefcase,🧺
Tractor Depot,Use Tax,REF-2052,True,Eggplant royalty dispute resolved.,Sale at Saturday farmer's market,32508,Tax,0.0,2025-05-06 09:29:00,95.88,,3121.58,95.88,Fertilizer & Compost,5200,doc.plaintext,🧑‍🌾
USDA,No Tax,REF-5203,True,Paid in kale chips and weird looks.,Sale at Saturday farmer's market,97547,Sale,489.21,2025-05-06 17:52:00,0.0,CHK-3492,1871.08,489.21,Inventory,1200,doc.plaintext,🐄
Tractor Depot,Sales Tax,REF-8682,True,Beware of the Central Scrutinizer.,Tractor repair service,11778,Tax,1033.02,2025-05-06 09:43:00,0.0,,4081.38,1033.02,Depreciation,6000,hammer,🌽
Compost Collective,No Tax,REF-2780,False,Mic’d the compost for microbial jazz.,Payment for organic compost delivery,50749,Payment,0.0,2025-05-06 15:45:00,441.96,CHK-9402,3183.2,441.96,Cost of Goods Sold,5000,gear,🍅
Compost Collective,Sales Tax,REF-9595,False,Paid in kale chips and weird looks.,Weekly payroll distribution,50273,Payment,1109.12,2025-05-06 12:00:00,0.0,CHK-2985,1615.04,1109.12,Inventory,1200,bag,🍅
Johnny's Seeds,Use Tax,REF-1410,True,Billy the Mountain requested cash.,Sale at Saturday farmer's market,23433,Equity Contribution,0.0,2025-05-06 11:02:00,374.63,,2522.26,374.63,Accounts Payable,2000,bag,🧾
Johnny's Seeds,No Tax,REF-7816,False,Billy the Mountain requested cash.,Utility payment: irrigation pump,84775,Equity Contribution,0.0,2025-05-06 11:55:00,1185.48,,2310.7,1185.48,Depreciation,6000,leaf,🐝
Zappa Solar,Sales Tax,REF-8544,True,Billy the Mountain requested cash.,Weekly payroll distribution,98922,Sale,186.87,2025-05-06 09:19:00,0.0,,1639.61,186.87,Prepaid Expenses,1300,externaldrive,📅
USDA,No Tax,REF-6625,True,"This ain’t the garden of Eden, man.",Equity contribution by Frank,52855,Equity Contribution,53.3,2025-05-06 18:17:00,0.0,,3967.69,53.3,Taxes Payable,2200,leaf,🐔
Tractor Depot,No Tax,REF-9354,False,Eggplant royalty dispute resolved.,Sale at Saturday farmer's market,91594,Invoice,444.84,2025-05-06 07:12:00,0.0,CHK-3991,2218.16,444.84,Owner's Equity,3000,tray,📅
Johnny's Seeds,Use Tax,REF-9436,True,Beware of the Central Scrutinizer.,Tractor repair service,28566,Equity Contribution,0.0,2025-05-06 12:30:00,863.11,,2194.5,863.11,Accounts Payable,2000,tractor,🧾
Muffin Utility Inc.,Use Tax,REF-7537,True,Mic’d the compost for microbial jazz.,Purchase of heirloom tomato seeds,89589,Payment,0.0,2025-05-06 15:22:00,998.63,,1204.78,998.63,Cash,1000,hammer,📦
Tractor Depot,No Tax,REF-7029,True,"This ain’t the garden of Eden, man.",Sale at Saturday farmer's market,57393,Tax,656.17,2025-05-06 13:18:00,0.0,,4597.11,656.17,Sales - Produce,4000,creditcard,🧾
Tractor Depot,No Tax,REF-2013,True,Eggplant royalty dispute resolved.,Equity contribution by Frank,53310,Invoice,0.0,2025-05-07 07:25:00,168.42,,4275.85,168.42,Prepaid Expenses,1300,tractor,🍅
Tractor Depot,Sales Tax,REF-6140,False,Eggplant royalty dispute resolved.,Sale at Saturday farmer's market,60996,Payroll,383.06,2025-05-07 07:24:00,0.0,,1580.13,383.06,Sales - Produce,4000,doc.plaintext,📦
Tractor Depot,Sales Tax,REF-8815,True,Beware of the Central Scrutinizer.,Purchase of heirloom tomato seeds,66384,Payment,0.0,2025-05-07 07:31:00,1040.11,,2288.69,1040.11,Cash,1000,chart.bar,🧑‍🌾
Johnny's Seeds,Use Tax,REF-1435,True,Mic’d the compost for microbial jazz.,Weekly payroll distribution,95005,Invoice,1104.71,2025-05-07 09:12:00,0.0,CHK-3947,3753.67,1104.71,Accounts Payable,2000,gear,📊
Muffin Utility Inc.,No Tax,REF-8743,True,Eggplant royalty dispute resolved.,Equity contribution by Frank,15889,Invoice,605.86,2025-05-07 07:34:00,0.0,CHK-4057,3055.17,605.86,Fuel,5300,chart.bar,📦
Zappa Solar,Use Tax,REF-7607,False,Paid in kale chips and weird looks.,Weekly payroll distribution,88827,Payroll,309.9,2025-05-07 06:35:00,0.0,,3976.11,309.9,Sales - Value-Added Goods,4100,folder,🏡
